wikidata_id,destination_name,eat_section_text,street_food_available
Q3909,Maseru,"==Eat==

*White Box Food, not a restaurant, but a good budget eating option - on Kingsway at lunchtime lots of food vendors are cooking up chicken, pork, rice and papa and serving it to the office workers in town for around M12-15 a box - very tasty and very filling.
*Peace Restaurant, Moeshoeshoe Rd (just down from Nando's) - at the back of a Chinese grocery shop the Peace Restaurant offers an authentic Chinese eating experience - good food, plastic chairs, Chinese karaoke on Friday and Saturday nights! You can almost believe you are in China.
*Good Times Cafe, LNDC Centre, Kingsway (above the Vodacom shop) - the only nightspot in Maseru also serves up adequate South African fare - OK for lunch if you have 1.5 hours or more. Tends to be empty in the evenings except for a few expats. Big screen for live football.
* 

*Lancer's Inn, Kingsway - good food but slow service.
*Mohokare Restaurant, at Avani Maseru Hotel, has regional fare and is open for breakfast, lunch, and dinner.",False
Q1027,Mauritius,"thumb|Bol renversé
Mauritian cuisine is a combination of Indian, Creole, French and Chinese cuisines, with many dishes unique to the island. Local variants of Asian and European cuisines include vegetarian and non vegetarian curries, parathas locally known as farata or roti, the potato rich briani, wok prepared mines frires and diriz frires, a chop suey dish known as bol renversé (upside-down bowl), sausage and tomato based rougaille and Mughlai-origin alouda, a cold beverage, amongst others. Locally made French pastry and bread are sold in most localities with locally unique desserts like napolitaine, a local version of sablé coated with a pink icing, coconut based gâteau coco and macacha coco and iced kulfi.

Masala spices, dals, zassar from Indian-origin achar and leaf vegetables known as brèdes are commonly consumed in all households. Street food sold by hawkers include popular wraps dholl puri and roti, local versions of Indian pakoras like gâteau piment and chana puris.",True
Q3904,Mbabane,"==Eat==
Traditional Swazi foods such as bhatata sweet potatoes, and traditional emasi (sour milk) are enjoyable.",False
Q48278,Medellín,"==Eat==
thumb|right|Botero sculptures outside of Museo de Antioquia and Palacio de la Cultura
Colombian cuisine is varied and regional. The more typical dishes are referred to as comida criolla.

Some examples are: sancocho de gallina (chicken soup), carne molida (ground beef), arepas de choclo (fresh corn tortillas), empanadas (meat-filled fried turnovers), ají (hot sauce), ajiaco (Bogota's chicken and potato soup), bandeja paisa, natilla, buñuelos (fried cheese puffs), hojuelas (fried puff squares), rice with coconut, Antioquian beans, sobrebarriga (flank steak) mantecada (bun made with lard), papas chorreadas, pandeyuca (yucca bread) and carne desmechada (shredded meat).

A typical breakfast in Medellín consists of baked corn arepas (Flat unsweetened corn pancake) topped with butter and fresh white cheese, coffee or hot chocolate.

One treat that will leave anyone stuffed is the ""Tipico Antioqueño""; arepa con queso (small flatbreads with cheese on top), beans, chicken, rice, fried eggs, chicharron (salted and fried unsmoked bacon) and patacon (deep-fried plantain pancakes). Topping that off with a Colombian beer and a cup of ""chocolatte"" (pronounced the Spanish way - it's milky, sweet hot chocolate) makes for an excellent meal. An excellent place to eat typical food is Hatoviejo.

There is a large variety of restaurants all throughout Medellín, especially concentrated around the ‘Zona Rosa’ which is in Poblado between Parque Poblado and Parque Lleras. You can find a fine display of places with whatever food you desire, with good quality for comparatively cheap prices compared to the US, although there is a shortage of authentic Greek, Indian and Thai restaurants. Sushi is increasingly popular and may be found at the larger malls or supermarkets that are more ""international.""

Colombia also has an incredible variety of tasty fruits. A few of these are: guanábana, lulo, zapote, mamoncillo, uchuva, feijoa, granadilla, maracuyá, tomate de árbol, borojó, mamey and tamarindo. Ask for a ""Salpicón"": a mix of fruits marinaded on orange or watermelon juice. The most popular local drink is ""Michelada"", beer with lime juice in a salt-rimmed glass (very similar to the Mexican version except for the amount of lime juice used).

Colombia is well known for its coffee, and Medellín is no exception. As with any large city, there are the usual chain restaurants, however the American ""fast-food culture"" has not made a huge splash in the country. Mc Donald's, Burger King, Domino's Pizza and Hooters can be found there.

*
*
*
*
*
*

*
*

*
*
* 

*J y C Delicias offers typical arepas with a variety of toppings, good for lunch or dinner. A few locations: in Laureles neighborhood Carrera 76 # 33 A-62, . In El Poblado Calle 4 Sur # 43 A-8, , and El Tesoro Shopping mall.
*
*
*

*
*
*
*

*.",False
Q16563,Memphis,"==Eat==
Memphis is one of the cheapest places in the USA to live, and that includes going out to eat. Memphis is famous for two things: music and food. The local BBQ is well-known, and you can sample it ""wet"" (with spicy, tangy sauce) or ""dry"" (rubbed with spices before cooking), with rib tips being a well-known local specialty. Other options abound across the city, from Southern home cooking to international fare. You won't go wrong with famous names, but the adventurous will find real treasures in modest hole-in-the-wall joints that make up for their shabby appearance with fabulous flavor.

thumb|300px|Beef ribs at Interstate BBQ

* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
** 
* 
* 

thumb|300px|An empty Beale Street after the bars have closed

* 
* 
* 
* 
* 
* 
* 
*Corky's - One of the most well known barbecue places in Memphis. 3 or 4 locations within the city; $6-$20 per person. You can purchase their barbeque sauce too and have ribs shipped.
* 
* 
* 

thumb|200px|Evolution on display at the Pink Palace Museum

* 
* 
* 
* 
** 
** 
* 

* 
* 
* 

thumb|270px|The Stax Museum of American Soul Music
* 
** 
** 
* 
*Exline's - A Memphis chain serving up some big ol' round pizzas cut into square pieces. The toppings are huge (as in large bits). The cheese on the cheese fries is nacho and it comes from a can; super fantastic. ~$10.
* 
* 
* 
* 
* 

Memphis has a tradition of hiding its best food at the back of convenience stores. For instance:
*",False
Q13666,Messina,"==Eat==

* 
*",False
Q22690,Metz,"==Eat==

All these are in the city centre:

* 
* 
*
* 
* 
*
* 

*
* 
* 
* 
* 

* 
* 
*",False
Q96,Mexico,"thumb|[[Mole sauce, which has dozens of varieties across the Republic, is seen as a symbol of Mexicanidad and is considered Mexico's national dish]]
The origin of the current Mexican cuisine was established during the Spanish colonial era, a mixture of the foods of Spain with native indigenous ingredients. Foods indigenous to Mexico include corn, pepper vegetables, calabazas, avocados, sweet potato, turkey, many beans, and other fruits and spices. Similarly, some cooking techniques used today are inherited from pre-Columbian peoples, such as the nixtamalization of corn, the cooking of food in ovens at ground level, grinding in molcajete and metate. With the Spaniards came the pork, beef and chicken meats; peppercorn, sugar, milk and all its derivatives, wheat and rice, citrus fruits and another constellation of ingredients that are part of the daily diet of Mexicans.

From this meeting of two millennia old culinary traditions, were born pozole, mole sauce, barbacoa and tamale in its current forms, chocolate, a large range of breads, tacos, and the broad repertoire of Mexican street foods. Beverages such as atole, champurrado, milk chocolate and aguas frescas were born; desserts such as acitrón and the full range of crystallized sweets, rompope, cajeta, jericaya and the wide repertoire of delights created in the convents of nuns in all parts of the country.

In 2005, Mexico presented the candidature of its gastronomy for World Heritage Site of UNESCO, the first time a country had presented its gastronomic tradition for this purpose. The result was negative, because the committee did not place the proper emphasis on the importance of corn in Mexican cuisine. In November 2010, Mexican gastronomy was recognized as Intangible cultural heritage by UNESCO. In April 2019, Daniela Soto-Innes was named the best female chef in the world by The World's Best 50 Restaurants and Elena Reygadas in 2023.",False
Q1489,Mexico City,"thumb|[[Street food|Street tacos in Mexico City]]

Once considered plebeian fare, by the 19th century tacos was a standard of Mexico City's cuisine. As authorities struggled to tax local taquerias, imposing licensing requirements and penalties, they recorded some details of the types of foods being served by these establishments. The most frequent reference was for tacos de barbacoa. Also mentioned were enchiladas, tacos de minero and gorditas, along with oyster shops and fried fish stands. There is evidence of some regional specialties being made available for recent migrants; at least two shops were known to serve pozole, a type of stew similar to hominy that is a staple of Guadalajara, Jalisco.

Mexico City is known for having some of the freshest fish and seafood in Mexico's interior. La Nueva Viga Market is the second largest seafood market in the world after the Tsukiji fish market in Japan.

Mexico City offers a variety of cuisines: restaurants specializing in the regional cuisines of Mexico's 31 states are available in the city, and the city also has several branches of internationally recognized restaurants. These include Paris' Au Pied de Cochon and Brasserie Lipp, Philippe (by Philippe Chow); Nobu, Quintonil, Morimoto; Pámpano, owned by Mexican-raised opera singer Plácido Domingo. There are branches of Japanese restaurant Suntory, Italian restaurant Alfredo, as well as New York steakhouses Morton's and The Palm, and Monte Carlo's BeefBar. Three of Lima's Haute restaurants, serving Peruvian cuisine, have locations in Mexico City: La Mar, Segundo Muelle and Astrid y Gastón.

For the 2023 list of World's 50 Best Restaurants as named by the British magazine Restaurant, Mexico City ranked 13th best with the Mexican avant-garde restaurant Pujol, owned by Mexican chef Enrique Olvera. Also notable is the Basque-Mexican fusion restaurant Biko, run and co-owned by Bruno Oteiza and Mikel Alonso, which placed outside the list at 59th, but in previous years has ranked within the top 50.Restaurant, The World's 50 Best Restaurant Awards: 2014 Other that has been placed on the list in 2019 is the restaurant Sud 777 at 58th place. In 2024, seven restaurants in the city received Michelin stars. At the other end of the scale are working class pulque bars known as pulquerías, a challenge for tourists to locate and experience.",True
Q8652,Miami,"==Eat==

Foodies and chefs alike herald Miami for its unique American cuisine. Created in the 1990s, the cuisine alternatively known as New World, Nuevo Latino or Florribean cuisine blends local produce, Latin American and Caribbean culinary tradition and the technical skills required in European cooking. Nuevo Latino is said to be the brainchild of four chefs: Allen Susser, Norman Van Aken, Mark Militello and Douglas Rodriguez. All of them still work in Miami and most of them work at the restaurants they created in the 1990s. New World is not restricted to these chefs’ menus. This cuisine influences several restaurants around the city to this day.

Miami may be known for its Latin American cuisine (especially its Cuban cuisine but also cuisines from South American countries such as Colombia), but there are other different kinds of restaurants to be found around the city. In addition to stand-alone Chinese, Japanese, Middle Eastern, and Italian (among others) restaurants, there are cafés, steakhouses and restaurants operating from boutique hotels, as well as chain restaurants such as TGI Fridays and Ben & Jerry’s.

Miami is known for having nightclubs double as restaurants throughout the city. Most of these restaurants, such as Tantra, BED and the Pearl Restaurant and Champagne Lounge (attached to Nikki Beach), are found throughout South Beach. However, some of these restaurants/nightclubs like Grass Lounge can be found in the Design District (north of downtown but south of North Miami).

If many of Miami’s premiere restaurants don’t fit into your daily budget, consider eating during Miami Restaurant Month (better known as Miami Spice) in August and September.

Miami’s dining scene reflects burgeoning diversity, mixing exotic newcomer restaurants with long-standing institutions, often seasoned by Latin influence and hot winds of the Caribbean. New World cuisine, a culinary counterpart to accompany Miami’s New World Symphony, provides a loose fusion of Latin, Asian, and Caribbean flavors utilizing fresh, area-grown ingredients. Innovative restaurateurs and chefs similarly reel in patrons with Floribbean-flavored seafood fare, while keeping true to down-home Florida favorites.

Don't be fooled by the plethora of super lean model types you're likely to see posing throughout Miami. Contrary to popular belief, dining in this city is as much a sport as the in-line skating on Ocean Drive. With over 6,000 restaurants to choose from, dining out in Miami has become a passionate pastime for locals and visitors alike. Its star chefs have fused Californian-Asian with Caribbean and Latin elements to create a world-class flavor all its own: Floribbean. Think mango chutney splashed over fresh swordfish or a spicy sushi sauce served alongside Peruvian ceviche.

Whatever you're craving, Miami's got it—with the exception of decent Chinese food and a New York-style slice of pizza. On the mainland—especially in Coral Gables, and, more recently, downtown and on Bricke",False
Q490,Milan,"thumb|The [[Antica trattoria Bagutto in Milan, the oldest restaurant in Italy and the second oldest in Europe.]]
Like most cities in Italy, Milan has developed its own local culinary tradition, which, as it is typical for North Italian cuisines, uses more frequently rice than pasta, butter than vegetable oil and features almost no tomato or fish. Milanese traditional dishes include cotoletta alla milanese, a breaded veal (pork and turkey can be used) cutlet pan-fried in butter (similar to Viennese Wiener Schnitzel). Other typical dishes are cassoeula (stewed pork rib chops and sausage with Savoy cabbage), ossobuco (braised veal shank served with a condiment called gremolata), risotto alla milanese (with saffron and beef marrow), busecca (stewed tripe with beans), mondeghili (meatballs made with leftover meat fried in butter) and brasato (stewed beef or pork with wine and potatoes).

Season-related pastries include chiacchiere (flat fritters dusted with sugar) and tortelli (fried spherical cookies) for Carnival, colomba (glazed cake shaped as a dove) for Easter, pane dei morti (""bread of the (Day of the) Dead"", cookies flavoured with cinnamon) for All Souls' Day and panettone for Christmas. The salame Milano, a salami with a very fine grain, is widespread throughout Italy. Renowned Milanese cheeses are gorgonzola (from the namesake village nearby), mascarpone, used in pastry-making, taleggio and quartirolo.

The comune of San Colombano al Lambro, located about south-east of Milan, is home to the Denominazione di origine controllata (DOC) wine which includes 100 hectares (250 acres) producing a single red wine. The finished wine must attain a minimum alcohol level of 11% to be labelled with the San Colombano DOC designation.P. Saunders Wine Label Language pg 198 Firefly Books 2004 

Milan is well known for its world-class restaurants and cafés, characterised by innovative cuisine and design. , Milan has 157 Michelin-selected places, including three 1-Michelin-starred restaurants; these include Cracco, Sadler and il Luogo di Aimo e Nadia. Many historical restaurants and bars are found in the historic centre, the Brera and Navigli districts. Milan is home to the oldest restaurant in Italy and the second in Europe, the Antica trattoria Bagutto, which has existed since at least 1284. One of the city's oldest surviving cafés, Caffè Cova, was established in 1817.La Pasticceria Cova di Milano: tradizione ed eleganza dal 1817 MilanoPocket.it In total, Milan has 15 cafés, bars and restaurants registered among the Historical Places of Italy, continuously operating for at least 70 years.",False
Q37836,Milwaukee,"==Eat==

With its immigrant heritage, Milwaukee is a major restaurant city. Good local restaurants serve almost every kind of food imaginable, usually quite cheaply. Different neighborhoods have different specialities when it comes to food.

*Old World Third St along (and just west of) the Milwaukee River provides a richer variety of restaurants and also many of the more upscale restaurants (and clubs) in town. Traditional Germanic and Mediterranean foods are the highlights.
*Milwaukee St, between Wisconsin and Wells Sts., offers many trendy and top rated restaurants in the city as well as an upscale nightlife for the after dinner drink.
*The east side also has many nice restaurants, bakeries, and cafes. Most places are clustered on Farwell, North, or Brady Streets.
*The Fifth Ward and South Side contain many different authentic and cheap Mexican and Latin American restaurants.
*Bay View has a variety of different kinds of places, especially with regards to ""hip"" comfort food.

*
*
*
*
** 
** 

The majority of mid-range, non-chain places in Downtown are on Milwaukee Street or near Cathedral Square east of the river.

On the East Side, you can head over to the intersection of North and Farwell Avenues, where you'll find local favorites like Beans & Barley (healthy/organic), Pizza Man (burned to the ground in early 2010), and Von Trier's (German).
A bit farther up Oakland Ave, near Locust Street (near the UW-Milwaukee Campus), you'll find an exciting variety of restaurants including the, Sharazad (Middle Eastern), Thai Kitchen, and Oakland Gyros (Greek).

The Third Ward has many places, some with river-side seating in the summer. Coquette Cafe, on Milwaukee Street, is the owned by the same chef as the critically acclaimed Sanford.

Kinnickinnic Avenue in Bay View is also lined with different places, including local favorite Lulu (at Howell), and Honeypie (Midwestern comfort food with locally sourced ingredients).

National Avenue around 6th Street has several Mexican restaurants, although they can also be found throughout the entire south side.

* 
*
* 
* 

*
*
*
*
*
*

Part of Milwaukee’s food culture is high expectations and hard-set habits when it comes to bread and sweets. Eat your way through Milwaukee immigrant history, without even having a meal.

*
*
*

thumb|250px|Leon's Custard Drive-In
Of course the largest city in America’s Dairyland has perfected its own style of turning milk into frozen enjoyment. Custard is not-your-daddy’s soft-serve. Its thick- made fresh with egg yolks and lots of cream so there are only a few flavor choices: vanilla, flavor of the day, and maybe chocolate. Oh, and don’t call it ice cream.

*
*
*

There are a handful of other places to get custard in and around the city. Most people have a favorite but will settle for anything, it's hard to go wrong.
*",False
Q36091,Minneapolis,"==Eat==
See the Districts articles for more listings.
350px|thumb|Jucy Lucy from Matt's Bar in South Minneapolis
* Don't miss Nicollet Avenue's Eat Street for a variety of ethnic fare; it is particularly heavy on Southeast Asian options. Options include Quang and Jasmine Deli for Vietnamese and the Black Forest Inn for German cuisine. The Vietnamese restaurants are incredibly cheap ($5-10 per person) and have received consistently exuberant reviews since their openings.
* The Dinkytown and Stadium Village areas near the University of Minnesota have great offerings mostly catering to the collegiate crowd. Plenty of Americanized Chinese and cheap burgers-and-fries joints.
* Midtown is home to the Midtown Global Market, operating on the first floor of what used to be a large Sears store. It is now home to a variety of cafes and restaurants from all around the world. Favorites like Holy Land Deli and Bakery, Andy's Garage, and several restaurants from around the city have opened satellite locations here. Mercado Central is another indoor market featuring several Mexican eateries. Outside of the markets, plenty of Mexican and other Latin restaurants dot the Lake Street strip.
* Northeast contains a wide variety of establishments. Old Saint Anthony is home to decades-old Eastern European mainstays like Kramarczuk's Deli. Closer to Central and Lowry you can find well-regarded Middle Eastern eateries like Holy Land and Crescent Moon and Mexican restaurants such as Taco Riendo and Adelita's.

Food trucks have also become very popular throughout the twin cities. On weekends during the summers (approx. May- Oct) they can be found at the variety of neighborhood farmer's markets, including Midtown, Kingsfield, Linden Hills, and Northeast.

Traditional foods associated with Minnesota, including hotdish (casserole) and lutefisk (a Norwegian fish delicacy) are rarely found in restaurants. However, one uniquely Minneapolitan item that can be easily located is the Juicy Lucy (sometimes spelled Jucy Lucy), a cheeseburger variation in which the cheese is cooked inside two molded-together meat patties rather than on top. The cheese inside the burger is gooey and piping hot. While the origin, and spelling, of the Juicy Lucy is disputed, popular places to order a Juicy Lucy include Matt's Bar and the 5-8 Club in South Minneapolis, and a short distance across the river in Saint Paul at the Nook, among others.",False
Q217,Moldova,"==Eat==
Chișinău is a good place for gourmands. There are a lot of good places to eat all over Chișinău.

Cheap, tasty food that is very popular with the locals is served in most places. For better service and more diverse food, there are a lot of small restaurants and cafés. Good restaurants have prices comparable to those elsewhere in Europe. For a quick lunch, fast food and pizza shops are recommended; these can be found at nearly every corner. For groceries, there are small shops all over. Some are even in front of apartment blocks just a few steps away from the entrances. For harder-to-find items, go to the supermarkets. For fresh fruits and vegetables, markets are a great place to shop. Most of the products are local, but there are a lot of sellers who to sell imported stuff, mostly oranges, bananas and other tropical fruits and vegetables. Meat and meat products are best purchased from supermarkets or shops. The quality is much better than from the market, and the prices aren't much higher.

While in Moldova, make sure you try at least some of the traditional dishes: Mămăligă, plăcintă and sarmale are essential for a complete experience during your visit to Moldova. For the full experience these should be accompanied by homemade wine.",False
Q235,Monaco,"thumb|right|Espresso at Café de Paris, Monte Carlo

The cuisine of Monaco is a Mediterranean cuisine shaped by the cooking style of Provence and the influences of nearby northern Italian and southern French cooking, in addition to Monaco's own culinary traditions.John J. B. Anderson and Marilyn C. Sparling, The Mediterranean Way of Eating: Evidence for Chronic Disease Prevention and Weight Management (Florida: CRC Press, 2015) 16.

Two famous restaurants in Monaco include the Le Louis XV, currently with three Michelin stars, and the Café de Paris. The Café de Paris is next to the Casino and first opened in 1868, though it has been renovated several times over its lifetime.",False
Q711,Mongolia,"==Eat==

thumb|The Mongolian trifecta: khuushuur fried dumplings on the left, buuz steamed dumplings on the right, and pieces of boiled mutton on top

Anywhere you find people in Mongolia, you will also smell the scent of boiled mutton, the principal dish of Mongolia. A typical herder in the countryside will eat little else, flavored only with a little salt. Vegetables and spices are very limited, and even flour may be in short supply, since the climate is poorly suited to agriculture.

Restaurants, canteens and tea shops in Mongolia also have a mutton-centric menu, revolving around three dishes:
* buuz (бууз) &mdash; Steamed dumplings stuffed with meat, often called the national dish of Mongolia. Derived from the Chinese baozi. A set of 6 usually costs 1,200-2,000&nbsp;₮.
* khuushuur (хуушууp) &mdash; Deep-fried stuffed flatbread with meat and onion, originally a festive dish but now ubiquitous. 3 or 4 will fill you up.
* tsuivan (цуйван) &mdash; Fried noodles with meat and a few token vegetables, often served with ketchup on the side. Around 2,000-4,000&nbsp;₮ a serve.

Horse, yak and beef are also eaten, and dairy products like byaslag (бяслаг), a mild, paneer-like fresh cheese, and öröm (өрөм), clotted cream, are also common. Aaruul (ааруул) dried curds are also a common snack: these are typically rock hard and have to be eaten by slowly dissolving them in your mouth, which eventually turns them into lumps of cheesy putty.

thumb|Preparing a marmot as boodog

For special occasions, boodog (боодог) or goat/marmot barbecue, is particularly worth experiencing. For about 15,000-20,000&nbsp;₮, a nomad will head out with his gun, shoot a marmot or a goat, and then cook it for you without a pot: the meat, vegetables, water and stones are cooked inside the skin of the animal. They skin it very carefully, and then tie off the holes at the legs and back side, put the food and hot stones inside, tie off the throat, and let it cook for about 30 minutes. Though rare, with only 692 cases of marmot plague recorded between 1928 to 2018, the Tarbagan marmot is known to carry the bubonic plague, but fatal cases tend to be those that partake in the consumption of raw marmot organs that are sometimes eatern separately from the boodog.

Along the same lines is khorkhog (xopxoг), made of mutton, which is prepared like so: build a fire; toss stones into fire until red hot; place water, hot stones, onions, potatoes, carrots, and, finally, mutton chops, into a large vacuum-sealed kettle; let the kettle simmer over a fire for 30-60 minutes; open kettle carefully, as the top will inevitably explode, sending hot juices flying everywhere; once the kettle is opened, and all injuries have been tended to, eat contents of kettle, including the salty broth. This cooking method makes mutton taste tender and juicy, like slow-roasted turkey. Ask your guide if he or she can arrange one (but only during summer).

Ulaanbaatar has a cosmopolitan scene with plenty of international op",False
Q6022566,Monte Águila,== Eat ==,False
Q236,Montenegro,"thumb|Foods from Montenegro

The first major influences to Montenegrin cuisine came from the Levant and Turkey: sarma, musaka, pilav, pita, gibanica, burek, ćevapi, kebab, đuveč, and Turkish sweets such as baklava and tulumba. Hungarian cuisine influences stews and sataraš. Central European cuisine is evident in the prevalence of crêpes, doughnuts, jams, many types of biscuits and cakes, and various kinds of breads. Montenegrin cuisine also varies geographically; with the cuisine in the coastal area differing from that of the northern highland region. The coastal area is traditionally a representative of Mediterranean cuisine, with seafood being a common dish. The traditional dishes of Montenegro's Adriatic coast, unlike its heartland, have been significantly influenced by Italian cuisine.Montenegro Food and Drink , Visit Montenegro",False
Q1335,Montevideo,"==Eat==
thumb|Chivito
thumbnail|Asado - South American barbecue
Potatoes, rice, salad and such is usually ordered separately. If you just order e.g. a steak as it is stated in the menu and you will literally only be served a steak. Portions are usually large. In areas frequented by tourist restaurants often offer menus with several courses.

Cover charges (cubierto) are frequent in Montevideo's restaurants. They are usually around U$50.

Typical food is:

* Meat &mdash; Uruguay is renowned for its meats, and Montevideo has many parrillas where they are grilled up to perfection. If you would like a large beef meal, you should head to Mercado del Puerto in the old town. In and around the Mercado there are several such restaurants. Good paella is also available there.
* Chivito &mdash; This is the local sandwich, made with meat and vegetables. It can be served al plato (on a plate), which means it is going to take a fork and knife to eat it. It is tastier, cheaper and much bigger than a hamburger. is one of the best places in Montevideo to get these tasty treats, as well as , and some ""Carritos"". An excellent choice is to try chivitos in .
*Milanesa &mdash; is a common meat dish mostly in South America, including Uruguay. It consists of a thin slice of veal, chicken or sometimes beef. Each slice is dipped into beaten eggs, seasoned with salt, and other condiments according to the cook's taste (like parsley and garlic). Each slice is then dipped in breadcrumbs (or occasionally flour) and shallow-fried in oil, one at a time. Some people prefer to use very little oil and then bake them in the oven as a healthier alternative. Sometimes it may include a fried egg on top.
* Fresh Pasta and Fresh Gnocchis &mdash; they are everywhere on the menus, with all types of vegetarian or meat sauces... usually a cheap, filling and delicious option!
* Desserts &mdash; In Uruguay, desserts are huge and plentiful. There is dulce de leche on almost everything and stores that sell nothing but caramels. Many places sell nothing but dessert, so pick the one with the best looking pastries and cakes and enjoy!
* Churros &mdash; Find them for sale at the ""Parque Rodó"". Try the sweet versions - they come with sugar on top, or filled with chocolate, dulce de leche or cream filling - or the cheese-filled ones.
* Pizza &mdash; There are ""pizzerías"" all around Montevideo. Most make square pizzas, a traditional form in Uruguay. ""Muzzas"" (mozzarella) are most popular.
* Fainá &mdash; made from chickpea flour and baked in the pizza oven. Quality varies among pizzerías, most delicious is the thin or ""de orillo"" part which is crunchier!

* 
* 

Sidewalk cafes are abound in the city center and along the pedestrian streets in the Ciudad Vieja.

All these are in the city center:

* 
* 
* 
* 
* 
* 

thumbnail|Mercado del Puerto

A good selection of medium level restaurants are to be found in Pocitos and Punta Carretas in the south of the city.

* 
* 
* 
*
*
* 

thumb|Bar Tabaré
* 
* 
* 
*",False
Q29364,Montgomery,"==Eat==
Montgomery's diners tend to be very basic eaters. Lunch times are often served as a ""meat and three plate"". That is where a restaurant, during the lunch hour, serves a meat course and three sides (vegetables or potatoes). It tends to be very filling (perhaps too filling) but reliable quantity and quality wise.

There seems to be a preference for corporate generic restaurants (Outback, Olive Garden, Red Lobster). If they have a franchise, Montgomery probably has one.

You need to understand a few southern cuisines when dining in Montgomery and these are applicable throughout the Alabama and Mississippi area.

Most restaurants serve ""sweet"" tea—sweetened with sugar, and may be too sweet for some. when ordering iced tea, ""unsweetened"" is also an option.

Bar-B-Que means that meat is slow cooked over a wood fire. Sauce is served seen the full range of sauces (mustard type, tomato based, Tex-Mex).

Montgomery is home for the Hyundai automobile plant. Look for several fine Korean and Pan Asian restaurants and interesting menu items.

Montgomery is in lower Alabama and you can expect, in some of the better restaurants, some Cajun influence.

* 
* 

* 
* 
* 

* 
* 
*",False
Q6441,Montpellier,"==Eat==
thumb|The righthand statue of the eastern entrance of the Place royale du Peyrou
Montpellier is very cosmopolitan for a city of its size and has a wide variety of ethnic cuisines available, in addition to traditional French food. The centre features a plethora of over-the-counter sandwich shops and similar places specializing in kebabs (nearly as many of these as there are hair salons and real estate agencies). If you're looking for the classic French cafe experience, try any one of the many bistros near La Place de la Comedie. For a good coffee in a more relaxed atmosphere, there's also a nice café near the Louis Blanc tramway stop.

Montpellier is dotted with eateries ranging from very touristy to truly authentic. Geography plays a large role here: the matrix of restaurants in the town square generally cater to visitors who are optimizing for convenience, but not for price or quality so much. Head away from the city centre—north, south, west, but generally not east—for a more genuine experience. Place St Roch, Place Jean Jaurès and a more sprawling area in the north-east of the city (near Basilique Notre Dame des Tables) seem to be areas with a high concentration of restaurants.

All these are in the city centre:

* 
* 
* 
* 
* 
* 
* 
* 
* 
* 

*
*
* 
* 

* 
* 
*",False
Q340,Montreal,"== Eat ==

thumb|240px|Wing's Chinese Noodles, Chinatown

Montreal is a culinary mecca and has a huge variety of food options, from diners and fast food to low-cost ethnic restaurants to haute cuisine. The city was ranked 2nd best dining city in North America after San Francisco and ahead of New York. The large local Jewish population has contributed local specialties including huge smoked meat sandwiches (beef brisket) (Schwartz's is the most authentic smoked meat restaurant, though this title has been challenged by a gradual slip in quality in the early 2020s) and small, crusty bagels (the undisputed classic bagel places are St-Viateur's and Fairmount Bagels). Other specialties are ""all-dressed"" pizza (pepperoni, mushrooms and green peppers), pizza and spaghetti with smoked meat, and Québécois favourites like split pea soup and poutine.

Many Montreal restaurants are ""apportez votre vin"" (bring your own wine). This may sound like a hassle, but you end up paying much less for wine with dinner if you bring it yourself. There's usually a SAQ (government liquor store) or a dépanneur (convenience store, with a limited selection of typically inexpensive wine) nearby; ask your waiter where it is. Your waiter will open your wine for you; corkage fees are rare, but don't forget to factor this service into your tip so make sure to ask. If you are driving from the United States, you may find Canadian liquor prices quite frightening. Even the duty-free shops along the border are rarely cheaper than an American liquor store (although these are still cheaper than the SAQ). Visitors can bring in 40oz of hard alcohol, 1.5L of wine, or a 24-pack of beer.

Separate bills (la facture in French) are common and you may be asked ensemble ou séparément? (together or separately?) The standard tip for acceptable restaurant service is 15% and is not included.

Never call a waiter ""garçon""! Use ""monsieur"" or ""madame"".

There are several foods that are specialties of the city: 
*The Montreal-style bagel, which is a little denser and sweeter than its New York City counterpart. Bagel worshippers flock to St-Viateur Bagel and Fairmount Bagel, and pontificate about which is better. Both are within blocks of each other in the Plateau Mont-Royal district, on Saint-Viateur and Fairmount streets, respectively. A fresh bagel hot from the oven of either establishment is one of the great joys in life. 
*Montreal-style smoked meat, a type of corned beef, distinct from other forms such as pastrami, is available at many restaurants, but by far the most highly esteemed is that available at Schwartz's on the Main (Boulevard Saint-Laurent) in the Plateau Mont-Royal district. Traditionally it's served as a sandwich, in heaping portions and slathered with mustard, but you'll also see it as a topping on pizza, poutine, hot dogs, or spaghetti, or even incorporated into Chinese-style egg rolls (a specialty of Chenoy's, a local chain of delis). Other well-known local smoked meat restaurants inc",False
