destination_id,destination_name,practical_notes_text,mentions_visa,mentions_visa_on_arrival,mentions_visa_free
Q869,Thailand,"Thailand's country code is +66. Mobile phones in Thailand have 10 digits, including the leading zero, while land-line telephones have 9 digits, including the leading zero.

Mobile phones are ubiquitous in Thailand, with fast speeds and low prices. The main mobile network operators are:

* AIS
* DTAC (Tourist eSIM available)
* TrueMove
* National Telecom

Prepaid SIM cards can be bought in any convenience store for as little as 50 baht, and you can charge up as you go. You must provide your passport details when buying a SIM card. The passport registration system only works during the day (usually until 9 PM) for most stores, but the counters at Bangkok airport can register your passport and activate service 24/7, and speak English as well. The one drawback is that airport carrier service counters can only sell special and overpriced ""tourist SIMs"", which are limited to being reloaded with special tourist plans in the future and may not roam if you are continuing to another country after Thailand.

If you'd rather pay ""local pricing"", you can generally get a non-tourist SIM from many convenience stores (7-eleven) in the airport terminal or in the city if you arrive during the day. E.g. as of Nov 2025, 7-eleven sells SIM cards including 30GB of data valid for 30 days at 199 baht for DTAC and True.

Coverage is very good throughout the country, all cities and tourist destinations (including resort islands) are well covered. If you're planning to travel deep in the countryside, AIS generally has the best network, but is slightly more expensive.

If you plan to visit Thailand (or even Asia in general; see below) at least once a year for short visits, you have a couple of options to save a SIM for later. Long-validity SIMs have largely been phased out, so you will have to put some effort in (or pay) to keep your SIM alive. The new standard across all SIM types and carriers is that each top-up, no matter how small or large, will extend the validity of the SIM by 30 days, with a maximum of 365 days from day of top-up. Sites like Thai Prepaid Card or Mobile Top Up can help you keep your Thai SIM active while out of the country.

For short-term visitors, international roaming onto Thailand's GSM networks is possible, subject to agreements between operators. In the other direction, Thai operators offer very good roaming packages in neighboring countries. These may need to be activated in advance either via a mobile app or in person at a company outlet.

The Thai government actively censors Internet access. 2010 estimates place the number of blocked websites at 110,000 and growing. Roughly 77% are blocked for reasons of lèse-majesté (content that defames, insults, threatens, or is unflattering to the king, including national security and some political issues), and 22% for pornography, which is illegal in Thailand. Some web pages from BBC One, BBC Two, CNN, Yahoo! News, the Post-Intelligencer newspaper (Seattle, United States), and The Age newsp",False,False,False
Q1005,The Gambia,"thumb|left|upright=1.4|Map of the Gambia
The Gambia is a small and narrow country whose borders mirror the meandering Gambia River. It lies between latitudes 13 and 14°N, and longitudes 13 and 17°W.

The Gambia is less than wide at its widest point, with a total area of . About (11.5%) of The Gambia's area are covered by water. It is the smallest country on the African mainland. In comparative terms, The Gambia has a total area slightly more than that of the island of Jamaica.

Senegal surrounds The Gambia on three sides, with of coastline on the Atlantic Ocean marking its western extremity.

The present boundaries were defined in 1889 after an agreement between the United Kingdom and France. During the negotiations between the French and the British in Paris, the French initially gave the British around of The Gambia River to control. Starting with the placement of boundary markers in 1891, it took nearly 15 years after the Paris meetings to determine the final borders of The Gambia. The resulting series of straight lines and arcs gave the British control of areas about north and south of The Gambia River.

The Gambia contains three terrestrial ecoregions: Guinean forest-savanna mosaic, West Sudanian savanna, and Guinean mangroves. It had a 2018 Forest Landscape Integrity Index mean score of 4.56/10, ranking it 120th globally out of 172 countries.

The Gambia has a tropical savannah climate. A short rainy season normally lasts from June until September, but from then until May, lower temperatures predominate, with less precipitation. The climate in The Gambia closely resembles that of neighboring Senegal, of Mali, and of the northern part of Guinea.

Biodiversity in The Gambia is extremely rich given the country's size, and considered to be of global significance.
Plant assemblages consist of mangrove swamp along the river, wetland in lowland areas through to savanna woodland and a plateau dominated by sandhills in the upland region. There is a rich array of birdlife, with over 500 resident species. The national animal is the spotted hyena. Pygmy hippopotamuses and crocodiles may be found in the river system while common African species such as chimpanzees, baboons, antelopes, and warthogs are also present. 30 amphibian and 74 reptile species have been recorded including tortoises, snakes and various lizards; while over 500 fish species can be found in the marine and aquatic environments together with marine mammals including dolphins, whales and the rare West African manatee.",False,False,False
Q574,Timor-Leste,"thumb|alt=Relief map of Timor-Leste showing the mountainous interior|Map of Timor-Leste
Located between Southeast Asia and the South Pacific, the island of Timor is the largest of the Lesser Sunda Islands, which lie within the Malay Archipelago. The island is surrounded by the Ombai and Wetar Straits of the rougher Banda Sea in the north, and the calmer Timor Sea in the south. Timor-Leste shares the island with Indonesia, with Indonesian territory separating the Oecusse exclave from the rest of the country. The island of Atauro lies north of the mainland, with the fourth area being the small island of Jaco. The Savu Sea lies north of Oecusse. The country is about long and wide, with a total land area of . This territory is situated between 8′15S – 10′30S latitude and 125′50E – 127′30E longitude. The country's coastline covers around , while the main land border with Indonesia is long, and the Oecusse land border is around long. Maritime borders exist with Australia to the south and Indonesia elsewhere. Timor-Leste has an exclusive economic zone of .

The interior of the country is mountainous, with ridges of inactive volcanic mountains extending along the island. Almost half of the country has a slope of at least 40%. The south is slightly less mountainous, and has some plains near the coastline. The highest point is Tatamailau (also known as Mount Ramelau) at . Most rivers dry up at least partially during the dry season. Outside of some coastal areas and river valleys, the soil is shallow and prone to erosion, and its quality is poor. The capital and largest city is Dili. The second-largest city is the eastern town of Baucau.

thumb|left|alt=Map showing the different types of land cover in Timor-Leste|Land cover
The climate is tropical with relatively stable temperatures throughout the year. A wet season lasts from December to May throughout the country, and lasts slightly longer in the south and the interior due to the effect of a monsoon from Australia. During this period, rainfall can reach per month. In the dry season, it drops to . The country is vulnerable to flooding and landslides that occur as a result of heavy rain, especially when rainfall levels are increased by the La Niña effect. The mountainous interior is cooler than the coasts. Coastal areas are heavily dependent on groundwater, which faces pressure from mismanagement, deforestation, and climate change. While the temperature is thought to have experienced a small increase due to climate change, there has been little change in annual rainfall.

Coastal ecosystems around the country are diverse and varied, with vary spatially between the north and south coastlines, as well as between the eastern tip and areas more to the west. These ecosystems include coral reefs, as the country's waters are part of the Coral Triangle biodiversity hotspot. The easternmost area of Timor-Leste consists of the Paitchau Range and the Lake Ira Lalaro area, which contains the country's",False,False,False
Q945,Togo,"Togo has an area equal to . It borders the Bight of Benin in the south; Ghana lies to the west; Benin to the east; and to the north, it is bound by Burkina Faso. North of the equator, it lies mostly between latitudes 6° and 11°N, and longitudes 0° and 2°E.

The coast of Togo in the Gulf of Guinea is long and consists of lagoons with sandy beaches. In the north, the land is characterized by a rolling savanna in contrast to the centre of the country, which is characterized by hills. The south of Togo is characterized by a savanna and woodland plateau which reaches a coastal plain with lagoons and marshes. The highest mountain of the country is the Mont Agou at above sea level. The longest river is the Mono River with a length of . It runs from north to south.

The climate is ""generally tropical"" with average temperatures ranging from on the coast to about in the northernmost regions, with a drier climate and characteristics of a tropical savanna.

Togo contains three terrestrial ecoregions: Eastern Guinean forests, Guinean forest-savanna mosaic, and West Sudanian savanna. The coast of Togo is characterized by marshes and mangroves. The country had a 2019 Forest Landscape Integrity Index mean score of 5.88/10, ranking it 92nd globally out of 172 countries.

At least five parks and reserves have been established: Abdoulaye Faunal Reserve, Fazao Malfakassa National Park, Fosse aux Lions National Park, Koutammakou, and Kéran National Park.",False,False,False
Q678,Tonga,"thumb|A map of Tonga

Located in Oceania, Tonga is an archipelago in the South Pacific Ocean, directly south of Samoa and about two-thirds of the way from Hawaiʻi to New Zealand. Its 171 islands, 45 of them inhabited, are divided into three main groups – Vava'u, Ha'apai, and Tongatapu – and cover an -long north–south line.

The largest island, Tongatapu, on which the capital city of Nukuʻalofa is located, covers . Geologically, the Tongan islands are of two types: most have a limestone base formed from uplifted coral formations; others consist of limestone overlaying a volcanic base.

Tonga has a tropical rainforest climate (Af) with a distinct warm period (December–April), during which the temperatures rise above , and a cooler period (May–November), with temperatures rarely rising above . The temperature and rainfall range from and on Tongatapu in the south to and on the more northerly islands closer to the Equator.

The average wettest period is around March, with on average . The average daily humidity is 80%. The highest temperature recorded in Tonga was on 11 February 1979 in Vava'u. The coldest temperature recorded in Tonga was on 8 September 1994 in Fua'amotu. Temperatures of or lower are usually measured in the dry season and are more frequent in southern Tonga than in the northern islands.Climate Summary PDF The tropical cyclone season currently runs from 1 November to 30 April, though tropical cyclones can form and affect Tonga outside of the season. According to the WorldRiskReport 2021, Tonga ranks third among the countries with the highest disaster risk worldwide – mainly due to the country's exposure to multiple natural hazards.WorldRiskReport 2021 https://weltrisikobericht.de/weltrisikobericht-2021-e/ 19 January 2022, The WorldRiskReport

Tonga contains the Tongan tropical moist forests terrestrial ecoregion.

In Tonga, dating back to Tongan legend, flying bats are considered sacred and are the property of the monarchy. Thus, they are protected and cannot be harmed or hunted. As a result, flying fox bats have thrived in many of the islands of Tonga.

thumb|Wattled honeyeater in Tonga

The bird life of Tonga includes a total of 73 species, of which two are endemic, the Tongan whistler and the Tongan megapode. Five species have been introduced by humans, and eight are rare or accidental. Seven species are globally threatened.",False,False,False
Q907112,Transnistria,"thumb|General map of Transnistria
thumb|[[Dniester River in Bender (Tighina)]]
Transnistria is landlocked and borders Bessarabia (the region the Republic of Moldova is based on, for ) to the west, and Ukraine (for ) to the east. It is a narrow valley stretching north–south along the bank of the Dniester river, which forms a natural boundary along most of the de facto border with Moldova.

The territory controlled by the PMR is mostly, but not completely, conterminous with the left (eastern) bank of Dniester. It includes ten cities and towns, and 69 communes, with a total of 147 localities (including here those unincorporated). Six communes on the left bank (Cocieri, Molovata Nouă, Corjova, Pîrîta, Coșnița, and Doroțcaia) remained under the control of the Moldovan government after the Transnistria War of 1992, as part of the Dubăsari District. They are situated north and south of the city of Dubăsari, which itself is under PMR control. The village of Roghi of Molovata Nouă Commune is also controlled by the PMR (Moldova controls the other nine of the 10 villages of the six communes).

On the west bank, in Bessarabia, the city of Bender (Tighina) and four communes (containing six villages) to its east, south-east, and south, on the opposite bank of the river Dniester from the city of Tiraspol (Proteagailovca, Gîsca, Chițcani, and Cremenciug) are controlled by the PMR.

The localities controlled by Moldova on the eastern bank, the village of Roghi, and the city of Dubăsari (situated on the eastern bank and controlled by the PMR) form a security zone along with the six villages and one city controlled by the PMR on the western bank, as well as two (Varnița and Copanca) on the same west bank under Moldovan control. The security situation inside it is subject to the Joint Control Commission rulings.

The main transportation route in Transnistria is the M4 road from Tiraspol to Rîbnița through Dubăsari. The highway is controlled in its entirety by the PMR. North and south of Dubăsari it passes through land corridors controlled by Moldova in the villages of Doroțcaia, Cocieri, Roghi, and Vasilievca, the latter being located entirely to the east of the road. The road is the de facto border between Moldova and Transnistria in the area. Conflict erupted on several occasions when the PMR prevented the villagers from reaching their farmland east of the road.Trygve Kalland and Claus Neukirch, Moldovan Mission seeks solution to Dorotcaia's bitter harvest, Organization for Security and Co-operation in Europe, 10 August 2005 Locuitorii satului Vasilievca de pe malul stâng al Nistrului trăiesc clipe de coșmar, Deutsche Welle, 17 March 2005.

Transnistrians are able to travel (normally without difficulty) in and out of the territory under PMR control to neighbouring Moldovan-controlled territory and to Ukraine. International air travellers rely on the airport in the Moldovan capital Chișinău, or the airport in Odesa, in Ukraine.

The climate is humid",False,False,False
Q754,Trinidad and Tobago,"thumb|upright=1.25|left|A map of Trinidad and Tobago
Trinidad and Tobago is situated between 10° 2' and 11° 12' N latitude and 60° 30' and 61° 56' W longitude, with the Caribbean Sea to the north, the Atlantic Ocean to the east and south, and the Gulf of Paria to the west. It is located in the far south-east of the Caribbean region, with the island of Trinidad being just off the coast of Venezuela in mainland South America across the Columbus Channel. The islands are a physiographic extension of South America. Covering an area of , the country consists of two main islands, Trinidad and Tobago, separated by a strait, plus a number of much smaller islands, including Chacachacare, Monos, Huevos, Gaspar Grande (or Gasparee), Little Tobago, and Saint Giles Island.
thumb|upright=1.25|Trinidad and Tobago's topography
thumb|Trinidad and Tobago from space

Trinidad is in area (comprising 93.0% of the country's total area) with an average length of and an average width of . Tobago has an area of about , or 5.8% of the country's area, is long and at its greatest width. Trinidad lies on the continental shelf of South America, and is thus geologically considered to lie entirely in South America.

The terrain of the islands is a mixture of mountains and plains. On Trinidad the Northern Range runs parallel with the north coast, and contains the country's highest peak (El Cerro del Aripo), which is above sea level, and second highest (El Tucuche, ). The rest of the island is generally flatter, excluding the Central Range and Montserrat Hills in the centre of the island and the Southern Range and Trinity Hills in the south. The three mountain ranges determine the drainage pattern of Trinidad. The east coast is noted for its beaches, most notably Manzanilla Beach. The island contains several large swamp areas, such as the Caroni Swamp and the Nariva Swamp. Major bodies of water on Trinidad include the Hollis Reservoir, Navet Reservoir, Caroni Reservoir. Trinidad is made up of a variety of soil types, the majority being fine sands and heavy clays. The alluvial valleys of the Northern Range and the soils of the East–West Corridor are the most fertile. Trinidad is also notable for containing Pitch Lake, the largest natural reservoir of asphalt in the world. Tobago contains a flat plain in its south-west, with the eastern half of the island being more mountainous, culminating in Pigeon Peak, the island's highest point at . Tobago also contains several coral reefs off its coast.

thumb|left|Pitch Lake, in south-west Trinidad
The Northern Range consists mainly of Upper Jurassic and Cretaceous metamorphic rocks. The Northern Lowlands (the East–West Corridor and Caroni Plain) consist of younger shallow marine clastic sediments. South of this, the Central Range fold and thrust belt consists of Cretaceous and Eocene sedimentary rocks, with Miocene formations along the southern and eastern flanks. The Naparima Plain and the Nariva Swamp form the southern sho",False,False,False
Q948,Tunisia,"There are three mobile GSM operators, private Ooredoo, private Orange, Tunisia state-owned Tunisie Telecom all offering wide mobile coverage (including some oasis in the Sahara). Rates tend to be quite low for domestic calls, but very high for international calls (around DT 1,500/minute). Ask for a carte prépayée for a prepaid SIM card.

Emergency Call

*197 Police emergency number - general emergency
*198 Health emergency number - Ambulance SAMU
*1200 Telephone information

Public internet access is available in many cities and towns, usually using the Publinet logo. Look for a large purple sign with the Publinet logo. Access is usually 0.8DT/hour, and speeds tend to be quite low (1024 kbit/s is the norm in Sousse and 4096 in Tunis). Home internet (ADSL) is not as expensive as it used to be, you can have 1 year ADSL of 4096 kbps speed, for just DT400 per year. You can also have 3G internet access through any cell phone carriers (Tunisie Telecom, Orange Tunisia or Tunisiana),FTP and peer-to-peer access is available anywhere in Tunisia, there is no access restriction by the government anymore. USB keys for internet are rather popular and can be found for varying periods, even for short stays.

La Poste Tunisienne is quite efficient and fast. Post restante is offered in certain (bigger) offices. A stamp for international letters costs DT 0,600.

Rapide Post is the Poste's service for sending mail and packages quickly. Once a Rapide Post package enters the US it is handled by FedEx. It is the best and most secure way to send things in Tunisia.",False,False,False
Q43,Turkey,"thumb|[[Topographic map of Turkey]]

Turkey covers an area of . With Turkish straits and Sea of Marmara in between, Turkey bridges Western Asia and Southeastern Europe. Turkey's Asian side covers 97% of its surface, and is often called Anatolia. Another definition of Anatolia's eastern boundary is an imprecise line from the Black Sea to Gulf of Iskenderun.: ""Anatolia: The part of Turkey in Asia equivalent to the peninsula of Asia Minor up to indefinite line on E from Gulf of Iskenderun to Black Sea comprising about three fifths of Turkey's provinces"" Eastern Thrace, Turkey's European side, includes around 15% of the population and covers 3% of the surface area. The country is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Turkey is bordered by Georgia, Armenia, Azerbaijan and Iran to the east. To the south, it's bordered by Syria and Iraq. To the north, its Thracian area is bordered by Greece and Bulgaria.

Turkey is divided into ""seven major regions"": Marmara, Aegean, Central Anatolia, Black Sea, Eastern Anatolia, Southeastern Anatolia and the Mediterranean. As a general trend, the inland Anatolian Plateau becomes increasingly rugged as it progresses eastward. Mountain ranges include Köroğlu and Pontic mountain ranges to the north, and the Taurus Mountains to the south. The Lakes Region contains some of the largest lakes in Turkey such as Lake Beyşehir and Lake Eğirdir.

thumb|Tectonic map of Turkey. Straight lines and lines with triangles denote different types of [[fault (geology)|faults, such as North Anatolian Fault and East Anatolian Fault.]]
Geographers have used the eastern Anatolian plateau, Iranian plateau, and Armenian plateau terms to refer to the mountainous area around where Arabian and Eurasian tectonic plates merge. The eastern Anatolian plateau and Armenian plateau definitions largely overlap. The Eastern Anatolia region contains Mount Ararat, Turkey's highest point at , and Lake Van, the largest lake in the country. Eastern Turkey is home to the sources of rivers such as the Euphrates, Tigris and Aras. The Southeastern Anatolia Region includes the northern plains of Upper Mesopotamia.

Earthquakes happen frequently in Turkey. Almost the entire population lives in areas with varying seismic risk levels, with around 70% in highest or second-highest seismic areas. Anatolian plate is bordered by North Anatolian Fault zone to the north; East Anatolian Fault zone and Bitlis–Zagros collision zone to the east; Hellenic and Cyprus subduction zones to the south; and Aegean extensional zone to the west. After 1999 İzmit and 1999 Düzce earthquakes, North Anatolian Fault zone activity ""is considered to be one of the most dangerous natural hazards in Turkey"". 2023 Turkey–Syria earthquakes were the deadliest in contemporary Turkish history. Turkey is sometimes unfavorably compared to Chile, a country with a similar developmental level that is mor",False,False,False
Q874,Turkmenistan,"thumb|upright=1.3|Topography of Turkmenistan
thumb|Turkmenistan is the tenth most [[Water scarcity|water-stressed country in the world.]]
At , Turkmenistan is the world's 52nd-largest country. It is slightly smaller than Spain and larger than Cameroon. It lies between latitudes 35° and 43° N, and longitudes 52° and 67° E.
Over 80% of the country is covered by the Karakum Desert. The center of the country is dominated by the Turan Depression and the Karakum Desert. Topographically, Turkmenistan is bounded by the Ustyurt Plateau to the north, the Kopet Dag Range to the south, the Paropamyz Plateau, the Koytendag Range to the east, the Amu Darya Valley, and the Caspian Sea to the west. Turkmenistan includes three tectonic regions, the Epigersin platform region, the Alpine shrinkage region, and the Epiplatform orogenesis region. The Alpine tectonic region is the epicenter of earthquakes in Turkmenistan. Strong earthquakes occurred in the Kopet Dag Range in 1869, 1893, 1895, 1929, 1948, and 1994. The city of Ashgabat and surrounding villages were largely destroyed by the 1948 earthquake.

The Kopet Dag mountain range, along the southwestern border, reaches at Kuh-e Rizeh (Mount Rizeh).

The Great Balkhan Range in the west of the country (Balkan Province) and the Köýtendag Range on the southeastern border with Uzbekistan (Lebap Province) are the only other significant elevations. The Great Balkhan Range rises to at Mount Arlan and the highest summit in Turkmenistan is Ayrybaba in the Kugitangtau Range – . The Kopet Dag mountain range forms most of the border between Turkmenistan and Iran.

Major rivers include the Amu Darya, the Murghab River, the Tejen River, and the Atrek (Etrek) River. Tributaries of the Atrek include the Sumbar River and Chandyr River.

The Turkmen shore along the Caspian Sea is long. The Caspian Sea is entirely landlocked, with no natural access to the ocean, although the Volga–Don Canal allows shipping access to and from the Black Sea.

Major cities include Aşgabat, Türkmenbaşy (formerly Krasnovodsk), Balkanabat, Daşoguz, Türkmenabat, and Mary.

thumb|right|upright=1.3|Köppen climate classifications of Turkmenistan

Turkmenistan is in a temperate desert zone with a dry continental climate. Remote from the open sea, with mountain ranges to the south and southeast, Turkmenistan's climate is characterized by low precipitation, low cloudiness, and high evaporation. Absence of mountains to the north allows cold Arctic air to penetrate southward to the southerly mountain ranges, which in turn block warm, moist air from the Indian Ocean. Limited winter and spring rains are attributable to moist air from the west, originating in the Atlantic Ocean and Mediterranean Sea. Winters are mild and dry, with most precipitation falling between January and May. The Kopet Dag Range receives the highest level of precipitation.

The Karakum Desert is one of the driest deserts in the world; some places have an average annual precipita",False,False,False
Q672,Tuvalu,"thumb|Map of Tuvalu, showing major towns and islands
thumb|right|A beach at Funafuti atoll
Tuvalu is a volcanic archipelago, and consists of three reef islands (Nanumanga, Niutao and Niulakita) and six true atolls (Funafuti, Nanumea, Nui, Nukufetau, Nukulaelae and Vaitupu). Its small, scattered group of low-lying atolls have poor soil and a total land area of only about making it the fourth smallest country in the world. The highest elevation is above sea level on Niulakita; however, the low-lying atolls and reef islands of Tuvalu are susceptible to seawater flooding during cyclones and storms. The sea level at the Funafuti tide gauge has risen at 3.9&nbsp;mm per year, which is approximately twice the global average. However, over four decades, there had been a net increase in land area of the islets of (2.9%), although the changes are not uniform, with 74% increasing and 27% decreasing in size. A 2018 report stated that the rising sea levels are identified as creating an increased transfer of wave energy across reef surfaces, which shifts sand, resulting in accretion to island shorelines. The Tuvalu Prime Minister objected to the report's implication that there were ""alternate"" strategies for Islanders to adapt to rising sea levels, and criticised it for neglecting issues such as saltwater intrusion into groundwater tables as a result of sea level rise.

Funafuti is the largest atoll, and comprises numerous islets around a central lagoon that is approximately (N–S) by (W-E), centred on 179°7'E and 8°30'S. On the atolls, an annular reef rim surrounds the lagoon with seven natural reef channels. Surveys were carried out in May 2010 of the reef habitats of Nanumea, Nukulaelae and Funafuti; a total of 317 fish species were recorded during this Tuvalu Marine Life study. The surveys identified 66 species that had not previously been recorded in Tuvalu, which brings the total number of identified species to 607. Tuvalu's exclusive economic zone (EEZ) covers an oceanic area of approximately 900,000&nbsp;km2.

Tuvalu signed the Convention on Biological Diversity (CBD) in 1992, and ratified it in December 2002. The predominant vegetation type on the islands of Tuvalu is the cultivated coconut woodland, which covers 43% of the land. The native broadleaf forest is limited to 4.1% of the vegetation types, with 40% of the native broadleaf forest of Funafuti contained in the Funafuti Conservation Area. Tuvalu contains the Western Polynesian tropical moist forests terrestrial ecoregion.",False,False,False
Q1036,Uganda,"thumb|upright=1.2|Relief map of Uganda
Uganda is located in southeast Africa between 1º S and 4º N latitude, and between 30º E and 35º E longitude. Its geography is very diverse, consisting of volcanic hills, mountains, and lakes. The country sits at an average of 900 meters above sea level. Both the eastern and western borders of Uganda have mountains. The Ruwenzori mountain range contains the highest peak in Uganda, which is named Alexandra and measures .

Much of the south of the country is heavily influenced by one of the world's biggest lakes, Lake Victoria, which contains many islands. The most important cities are located in the south, near this lake, including the capital Kampala and the nearby city of Entebbe. Lake Kyoga is in the centre of the country and is surrounded by extensive marshy areas.
thumb|Great Nile River, Uganda
Although landlocked, Uganda contains many large lakes. Besides Lakes Victoria and Kyoga, there are Lake Albert, Lake Edward, and the smaller Lake George. It lies almost completely within the Nile basin. The Victoria Nile drains from Lake Victoria into Lake Kyoga and thence into Lake Albert on the Congolese border. It then runs northwards into South Sudan. An area in eastern Uganda is drained by the Suam River, part of the internal drainage basin of Lake Turkana. The extreme north-eastern part of Uganda drains into the Lotikipi Basin, which is primarily in Kenya.

thumb|upright=1.25|Uganda map of Köppen climate classification

Uganda has 60 protected areas, including ten national parks: Bwindi Impenetrable National Park and Rwenzori Mountains National Park (both UNESCO World Heritage Sites), Kibale National Park, Kidepo Valley National Park, Lake Mburo National Park, Mgahinga Gorilla National Park, Mount Elgon National Park, Murchison Falls National Park, Queen Elizabeth National Park, and Semuliki National Park.

Uganda is home to a vast number of species, including a population of mountain gorillas in the Bwindi Impenetrable National Park, gorillas and golden monkeys in the Mgahinga Gorilla National Park, and hippos in the Murchison Falls National Park.
Jackfruit can also be found throughout the country.
thumb|Male Ugandan kob trying to seduce a female at Queen Elizabeth National Park Photo
The country had a 2019 Forest Landscape Integrity Index mean score of 4.36/10, ranking it 128th globally out of 172 countries.",False,False,False
Q212,Ukraine,"Ukrtelekom is the main telecom operator. The country code for Ukraine is +380.

The biggest mobile phone operators Kyivstar, Vodafone (formerly MTS), Lifecell.

Mobile GPRS access is available in vast majority of Ukraine's territory. 4G mobile access is steadily developing and is available now in all major cities. Public Wi-Fi hotspots are widespread throughout cities. There are plans and projects for providing mass wireless broadband access in urban open spaces, on Ukrzaliznytsia long-distance trains and in urban public transport vehicles.

When entering the country by air through Kyiv airport, it may be recommended to pick up a SIM card directly at the airport at the kiosks next to the currency exchange office. A Vodafone SIM with unlimited data for duration of one month costs 250 грн as of 2019. It's only possible to pay cash, so get cash from the ATMs right across first before attempting to purchase a SIM.

Russian internet services have mostly been blocked by the Ukrainian Government since 2017. Blocking could be easily bypassedthrough built-in proxy in browsers, by VPNs, or by TOR. Some ISPs don't block these services either, mostly in Russian-speaking areas. Locals obviously know how to connect through that blocking; ask them for advice. You can find a full list of blocked sites here. For updates on site blocking in Ukraine, see here",False,False,False
Q878,United Arab Emirates,"thumb|left|Satellite image of United Arab Emirates
The United Arab Emirates is situated in the Middle East, bordering the Gulf of Oman and the Persian Gulf, between Oman and Saudi Arabia; it is in a strategic location slightly south of the Strait of Hormuz, a vital transit point for world crude oil.

The UAE lies between 22°30' and 26°10' north latitude and between 51° and 56°25′ east longitude. It shares a border with Saudi Arabia on the west, south, and southeast, and a border with Oman on the southeast and northeast. The land border with Qatar in the Khor Al Adaid area is about in the northwest; however, it is a source of ongoing dispute. Following Britain's military departure from the UAE in 1971, and its establishment as a new state, the UAE laid claim to Iranian-occupied islands of Abu Musa and the Greater and the Lesser Tunbs, when Iran captured them during the British rule, resulting in disputes with Iran that remain unresolved. The UAE also disputes claim on other islands against the neighbouring state of Qatar. The largest emirate, Abu Dhabi, accounts for 87% of the UAE's total area, . The smallest emirate, Ajman, encompasses only .

The UAE coast stretches for nearly along the southern shore of the Persian Gulf, briefly interrupted by an isolated outcrop of the Sultanate of Oman. Six of the emirates are situated along the Persian Gulf, and the seventh, Fujairah, is on the eastern coast of the peninsula with direct access to the Gulf of Oman. Most of the coast consists of salt pans that extend inland. The largest natural harbor is at Dubai, although other ports have been dredged at Abu Dhabi, Sharjah, and elsewhere. Numerous islands are found in the Persian Gulf, and the ownership of some of them has been the subject of international disputes with both Iran and Qatar. The smaller islands, as well as many coral reefs and shifting sandbars, are a menace to navigation. Strong tides and occasional windstorms further complicate ship movements near the shore. The UAE also has a stretch of the Al Bāţinah coast of the Gulf of Oman. The Musandam Peninsula, the very tip of Arabia by the Strait of Hormuz, and Madha are exclaves of Oman separated by the UAE.

thumb|Roads leading to [[Jebel Jais, the highest mountain in the UAE (1,892&nbsp;m), in Ras Al Khaimah]]
South and west of Abu Dhabi, vast, rolling sand dunes merge into the Rub al-Khali (Empty Quarter) of Saudi Arabia. The desert area of Abu Dhabi includes two important oases with adequate underground water for permanent settlements and cultivation. The extensive Liwa Oasis is in the south near the undefined border with Saudi Arabia. About to the northeast of Liwa is the Al-Buraimi oasis, which extends on both sides of the Abu Dhabi-Oman border. Lake Zakher in Al Ain is a human-made lake near the border with Oman that was created from treated waste water.

Prior to withdrawing from the area in 1971, Britain delineated the internal borders among the seven emirates in order to",False,False,False
Q145,United Kingdom,"thumb|upright|A satellite image of the United Kingdom excluding [[Shetland]]
The total area of the United Kingdom is approximately , with a land area of . It occupies the major part of the British IslesOxford English Dictionary: ""British Isles: a geographical term for the islands comprising Great Britain and Ireland with all their offshore islands including the Isle of Man and the Channel Islands."" and includes the island of Great Britain, the north-eastern one-sixth of the island of Ireland and some smaller surrounding islands, meaning it comprises England, Scotland, Wales and Northern Ireland. 

Geographically, the United Kingdom lies between the North Atlantic Ocean and the North Sea with the southeast coast coming within of the coast of northern France, from which it is separated by the English Channel.

The nearby island polities of the Isle of Man, Jersey and Guernsey are Crown Dependencies, in union with the British monarch, but do not strictly form part of the United Kingdom or any of its three jurisdictions or four countries, although the British government retains responsibility for their external affairs. The Isle of Man lies roughly midway between Great Britain and the island of Ireland in the Irish Sea, while the Channel Islands lie just off the northern French coast.

The Royal Greenwich Observatory in London was chosen as the defining point of the Prime Meridian at the International Meridian Conference in 1884.

The UK lies between latitudes 49° and 61° N, and longitudes 9° W and 2° E. Northern Ireland shares a land boundary with the Republic of Ireland and has a coastline. The length of coastline of Great Britain plus its principal islands is about long, with the coastline of the main island Great Britain being of that, though measurements can vary greatly due to the coastline paradox. It is connected to continental Europe by the Channel Tunnel, which at ( underwater) is the longest underwater tunnel in the world.

The UK contains four terrestrial ecoregions: Celtic broadleaf forests, English Lowlands beech forests, North Atlantic moist mixed forests, and Caledonian conifer forests. The area of woodland in the UK was estimated to be 3.25&nbsp;million hectares in 2023, which represents 13 per cent of its land area.

Most of the United Kingdom has a temperate climate, with generally cool temperatures and plentiful rainfall all year round. The temperature varies with the seasons seldom dropping below or rising above .; Some parts, away from the coast, of upland England, Wales, Northern Ireland and most of Scotland, experience a subpolar oceanic climate. Higher elevations in Scotland experience a continental subarctic climate and the mountains experience a tundra climate.

The prevailing wind is from the southwest and bears frequent spells of mild and wet weather from the Atlantic Ocean, although the eastern parts are mostly sheltered from this wind. Since the majority of the rain falls over the western regions, the e",False,False,False
