destination_id,destination_name,stay_safe_text
Q217,Moldova,"Very few healthcare facilities are on par with Western standards, and accessibility may be hindered if you're not proficient in Romanian and/or Russian. 

In the event of a serious medical emergency, it is strongly recommended that you make every effort to seek medical care elsewhere. Neighbouring Romania may have better healthcare facilities than neighbouring Ukraine. 

The US Embassy in Moldova maintains a list of facilities that provide services in English. Refer to for more information. 

The heavy use of agricultural chemicals, including banned pesticides such as DDT, has contaminated soil and groundwater. If you are concerned, water for drinking, cooking and oral hygiene should be taken from a known safe source, as ordinary water treatment, including boiling, does not remove such chemical contamination."
Q711,Mongolia,"thumb|Air pollution in Ulaanbaatar
* Nomads' dogs may have rabies. As a precaution, consider having a rabies shot before coming.
* Marmots should not be eaten at certain times of the year because they can carry bubonic plague. That said, the disease is carried by the marmot's fleas so the afflicted tend to be fur traders, and marmot is not a mainstream dish even in Mongolia.
* Hepatitis and tuberculosis are common throughout Mongolia.
* Tap water is unsafe to drink.

Ulaanbaatar has polluted air, largely due to pervasive coal-burning for domestic heating. 

If you suffer from a respiratory disease and plan to visit Mongolia in winter, consult a medical professional for advice."
Q6022566,Monte Águila,"Monte Águila is a safe city, although it is recommended to take traditional precautions: do not expose valuables, do not leave the city center, and be aware of your belongings. If you are a victim of a crime, you can call the Chilean national police for free, at 133 (number of the Chilean police: Carabineros de Chile) or contact an officer of the institution. The complaint can also be made at the checkpoint located on Florencio Arrivillaga streets with Zañartu.

* CESFAM (Family Health Center): Public health assistance center."
Q1335,Montevideo,"thumbnail|Fruit stand at the pedestrian street Perez Castellano
The city has several public and private hospitals, with a cluster of them in the area around Tres Cruces bus terminal. Among the publics, there are:
* 
* 
* 
* 

Among the private institutions, there are: British Hospital, Italian Hospital, Médica Uruguaya, Asociación Española, and some other minor ones. Also, there are many policlínicas (medical consultories) for minor cases around the city. The Hospital Policial and Hospital Militar are for the police and the armed forces respectively — these are not open to the public.

The emergency number is 104."
Q29364,Montgomery,"For emergencies dial 911 for medical and police assistance. Avoid the West and Southwestern parts of the city, as these tend to be where most of the crime is concentrated. Carjacking is not uncommon, so keep your doors locked when not around your vehicle. The Eastern portion of the city, specifically from the Eastern Blvd onward, offers many safe and family friendly shopping attractions and venues."
Q6441,Montpellier,"As in any other large city, tourists and locals alike are the targets of scammers in Montpellier. As a general rule, beware of people putting their hand out for money. But specifically, Montpellier has a bit of a problem with foreigners who have come to the city to beg. There are several common places you see them:

* Collecting for charities: People often walk around with a piece of paper claiming to be raising money for the deaf or disabled. They may pretend to be deaf while asking for a donation and for you to sign their document. If you refuse, they will put the pressure on with moans and sad faces but they're generally harmless. They have been seen pretending to be deaf, then after being refused will walk away talking to their fellow collector.
* Trying to help you with tram ticket machines around the main train station. Afterwards they will want money for their ""service"". It's also common to be asked for your change without the help with the machine.
Central Montpellier is generally safe; outer areas tend to have high crime rates by French standards."
Q340,Montreal,"For emergencies call 9-1-1.

Although Montreal is Canada's second largest city, it shares Canada's low violent crime rates making it relatively safe. However, property crimes, including car theft, are remarkably high: make sure to lock your doors and keep your valuables with you. Take extra care if you want to visit Montréal-Nord or Saint-Michel. These neighbourhoods are the worst of the city and shootings are not unheard of in these areas. There is, however, little for tourists to do and they are unlikely to enter by accident.

The men and women of the SPVM (Service de Police de la Ville de Montréal) are hard-working, professional and approachable if you need assistance or have any safety concerns. Do know, though, that they deal with many annoyances and big-city problems and take a no-nonsense approach that many from other countries (or even other cities in Canada) may not be used to. Young men in groups (especially visible minorities) can and frequently are stopped by patrol officers late at night in seedier areas, including parts of downtown. They may check ID and ask cursory questions but usually nothing more. 

Part of Montreal's Sainte-Catherine downtown corridor is arguably where crime is common in the city, especially east of Place des Arts. There are homeless people panhandling during the summer and fall. Although most of them are polite, there are some that are more aggressive. Avoid individuals wandering on the streets that appear intoxicated. The street is at its most dangerous around 03:00 when closing clubs and bars empty their drunken crowds into the street. You may also come across occasional pockets of street prostitution, especially around strip clubs.

In Montreal, pickpockets are not very common, but keep an eye on things when watching street performances in the Old City or in other crowds.

If you are concerned about safety on the metro, use the first metro car where the driver is. Emergency intercoms are on every metro car. Emergency phone booths are on every platform throughout the metro system, which is generally safe. While written instructions are in both English and French, most announcements (usually about delays) are in French only so if you think you heard something in the announcement that may affect you, just try asking a fellow passenger for a translation.

The STM offers a ""between stops"" (entre deux arrêts) service that allows women travelling alone at night to get off the bus between two regularly designated stops if the bus driver feels they can stop the bus safely.

Pedestrians and bike-riders should be especially careful. Crosswalks are rarely respected. Motorists have a general contempt for pedestrians, especially when they are trying to make a right turn at an intersection.

Wasps are a considerable menace during the height of summer. Consider carrying vinegar with you in case of stings to help neutralize the sting. Otherwise, see below if you are allergic for the nearest hospital.

Montreal"
Q1028,Morocco,"thumb|left|The [[Mohammed VI University Hospital Centre in Tangier]]
Many efforts are made by countries around the world to address health issues and eradicate disease, Morocco included. Morocco is a developing country that has made many strides to improve these categories. According to research published, in 2005, only 16% of citizens in Morocco had health insurance or coverage. According to Afrobarometer, as of 2025, 85% of Moroccans have health insurance and medical coverage. World Bank data indicates that Morocco experiences infant mortality rates at 15 deaths per 1,000 births (2024)'Mortality rate, infant (per 1,000 live births) - Morocco, World Bank, 2024, https://data.worldbank.org/indicator/SP.DYN.IMRT.IN?locations=MA. and maternal mortality rates at 70 deaths per 100,000 births (2023).70 women die per 100,000 live births due to pregnancy-related causes in Morocco, World Bank Gender Data, 2023, https://genderdata.worldbank.org/en/economies/morocco. 

The government of Morocco sets up surveillance systems within the already existing healthcare system to monitor and collect data. Mass education in hygiene is implemented in primary education schools which are free for residents of Morocco. In 2005, the government of Morocco approved two reforms to expand health insurance coverage. The first reform was a mandatory health insurance plan for public and private sector employees to expand coverage from 16 percent of the population to 30 percent. The second reform created a fund to cover services for the poor. Both reforms improved access to high-quality care. Since 1960, infant mortality has improved significantly (from 144 deaths per 1,000 live births to 15 deaths per 1,000 live births in 2022). The country's under-five mortality rate dropped by 60% between 1990 and 2011.

According to data from the World Bank, the present mortality rate is still very high, over seven times higher than in neighbouring country Spain. In 2014, Morocco adopted a national plan to increase progress on maternal and child health. The Moroccan Plan was started by the Moroccan Minister of Health, El Houssaine Louardi and Ala Alwan, WHO Regional Director for the Eastern Mediterranean Region, on 13 November 2013 in Rabat. Morocco has made significant progress in reducing deaths among both children and mothers. Based on World Bank data, the nation's maternal mortality ratio fell by 67% between 1990 and 2010.

In 2014, spending on healthcare accounted for 5.9% of the country's GDP. Since 2014, spending on healthcare as part of the GDP has decreased. However, health expenditure per capita (PPP) has steadily increased since 2000. In 2015, the Moroccan health expenditure was $435.29 per capita. In 2016, the life expectancy at birth was 74.3, or 73.3 for men and 75.4 for women, and there were 6.3 physicians and 8.9 nurses and midwives per 10,000 inhabitants. In 2024, according to the World Factbook, life expectancy for Morocco is 74.2 years."
Q649,Moscow,"Moscow enjoys a relatively low crime rate.
thumb|Patrol Police vehicle
Drunk people are the most likely sources of problems. In the past years, lots of policemen were corrupt, and it was best to avoid them. Nowadays Moscow has a Tourist Police force, whose officers are able to speak foreign languages and help tourists. Police officers are equipped with body-cameras.

It is preferable to avoid some parts of the outer districts of Moscow, especially in the south. Some of those areas are notorious for gopniks (drunkards notorious for muggings and starting fights with strangers, and will do so seemingly unprovoked), who normally hang out in sparse residential areas and in industrial zones. The same problems can be witnessed in the surrounding regions and in other Russian cities as well.

While traveling in Moscow, as in the rest of Russia, you should always have your passport with you. If you look non-white, your papers may get checked more often than otherwise. The police may demand to see your papers to check if you have been registered within 7 business days of your arrival into Moscow. Always remember that if you stay in a hotel then you are automatically registered and will be handed a confirmation paper at a time of check-in, so don't worry in this case. The police are usually looking for migrants from Central Asia and unless you fit this profile, you are unlikely to be questioned.

Women should take caution walking alone late at night since they may receive unwanted attention from drunk men. Women should also stay clear of large companies of men in front of bars, restaurants, etc. It is best to walk with a friend if possible.

Streets can become very slippery in winter. Wear shoes or, even better, boots with decent grip to prevent twisted ankles. Ice patches can be hard to spot. A waterproof raincoat is also sensible.

Traffic is poorly handled, and vehicle accident rates are very high.

If you need help with translation, ask students or pupils: younger people are more likely to be able to help you than the older generations."
Q1029,Mozambique,"thumb|upright=1.3|The increase in the number of HIV positive Mozambicans on [[Antiretroviral drug|Antiretroviral treatment, 2003–14]]

The fertility rate is at about 5.5 births per woman. Public expenditure on health was at 2.7% of the GDP in 2004, whereas private expenditure on health was at 1.3% in the same year. Health expenditure per capita was 42 US$ (PPP) in 2004. In the early 21st century there were 3 physicians per 100,000 people in the country. Infant mortality was at 100 per 1,000 births in 2005. The 2010 maternal mortality rate per 100,000 births for Mozambique is 550. This is compared with 598.8 in 2008 and 385 in 1990. The under 5 mortality rate, per 1,000 births is 147 and the neonatal mortality as a percentage of under 5s mortality is 29. In Mozambique the number of midwives per 1,000 live births is 3 and the lifetime risk of death for pregnant women 1 in 37.

The official HIV prevalence in 2011 was 11.5% of the population aged between 15 and 49 years. In the southern parts of Mozambique—Maputo and Gaza provinces, as well as the city of Maputo—the official figures are more than twice as high as the national average. In 2011, the health authorities estimated about 1.7&nbsp;million Mozambicans were HIV-positive, of whom 600,000 were in need of anti-retroviral treatment. As of December 2011, 240,000 were receiving such treatment, increasing to 416,000 in March 2014, according to the health authorities.

Mozambique has been experiencing high levels of acute food insecurity for years."
Q836,Myanmar,"The general state of health care in Myanmar is poor. The government spends anywhere from 0.5% to 3% of the country's GDP on health care, consistently ranking among the lowest in the world. Although health care is nominally free, in reality, patients have to pay for medicine and treatment, even in public clinics and hospitals. Public hospitals lack many of the basic facilities and equipment. The 2010 maternal mortality rate per 100,000 births for Myanmar is 240. This is compared with 219.3 in 2008 and 662 in 1990. The under-5 mortality rate, per 1,000 births, is 73, and the neonatal mortality as a percentage of under-5s mortality is 47. According to Doctors without Borders, 25,000 Burmese AIDS patients died in 2007, deaths that could largely have been prevented by antiretroviral therapy drugs and proper treatment.A preventable fate: The failure of ART scale-up in Myanmar. Médecins Sans Frontières. November 2008

HIV/AIDS, recognised as a disease of concern by the Myanmar Ministry of Health, is most prevalent among sex workers and intravenous drug users. In 2005, the estimated adult HIV prevalence rate in Myanmar was 1.3% (200,000–570,000 people), according to UNAIDS, and early indicators of any progress against the HIV epidemic are inconsistent. However, the National AIDS Programme Myanmar found that 32% of sex workers and 43% of intravenous drug users in Myanmar have HIV."
Q1030,Namibia,"The HIV infection rate in Namibia is around 17%, which is lower than before but is still the leading cause of death in the country.

Namibia's medical system is modern and capable of attending to whatever needs you may have. Staff are well trained and so HIV transmission in hospitals is not an issue. This applies to government and private hospitals alike, though line-ups are often shorter at private hospitals, and there have been cases of incorrect diagnosis in government hospitals. Should you become a victim of violence, private doctors and hospitals will send you away. The reason is that staff treating you will be summoned as witnesses to subsequent court cases without compensation, and lose valuable working time. In state hospitals, where productivity is not an issue, you will be treated at almost no charge. Thereafter do consult a private practice to confirm diagnosis and treatment. All private medical facilities expect cash or credit card in advance, no matter if or where you are insured. A visit to the doctor will be about 500 N$, for a night in hospital you'll have to deposit at least 10,000 N$.

The northern part of Namibia is in a malaria-risk zone, so consult a doctor before leaving, and take appropriate malaria precautions when travelling in these areas.

Ensure you are well stocked with water when journeying through the hot and sparsely populated country. On main roads take along at least 2 liters of potable water per person. In lesser travelled areas, 5 litres per person are the absolute minimum. If your car breaks down it can take days (!) for someone else to pass through. Namibia's water supply is usually safe to drink, except where labelled otherwise. Campsites next to rivers often get their water directly from the river. This water is clean but still disturbs some stomachs. Windhoek has the oldest direct water reclamation plant in the world. ""Direct"" means toilet-to-tap in one go, and many Windhoekers are uncomfortable with that and only drink bottled water. However, the water is completely safe, it just doesn't taste very good.

Having said all this, make sure you consult a physician specializing in health issues of Southern Africa, as well as things like the Centre for Disease Control web page. Make sure you satisfy yourself of the safety of anything you're getting into."
Q16666,Nanjing,"There have been many instances where foreign guys accompanied by Chinese girls in bar areas have been harassed or even stabbed and killed in fights. You are generally safe if you avoid conflict, even if this means swallowing your pride and walking away from someone insulting you or your girlfriend. There is little to gain by escalating a conflict instead of running away, especially in China where police will commonly side with Chinese citizens. Most crime happens late at night with at least one person under the influence of alcohol, and armed robbery is unheard of. However, unsecured possessions may be stolen at night such as unlocked mopeds.

Pickpocketing is a problem in Fuzimiao as well as on crowded buses, the subway and around the main transport hubs. Because Nanjing has a relatively small number of foreigners for a city its size, the common scams seen in Shanghai and Beijing are almost non-existent, however you may still see the occasional dodgy salesman selling counterfeit goods in Fuzimiao.

Be careful if taking the bus to the airport from Zhonghuamen bus station as many touts claim to be the official bus service, however there is a strong risk of being overcharged or driven to a location several kilometres from the actual airport. The official bus departs from Gate 7 and tickets should be paid for at the gate. Bus tickets are ¥20 as of July 2012. Also be careful of fake taxis operating from the bus stations and occasionally the railway station - always use the official taxi stand and ignore any taxi touts.

Although traffic is slightly calmer than most Chinese cities it can still be much more manic than most Western countries - take the usual precautions when crossing the road and also remember that right turns on a red light are sometimes legal in China (however in Nanjing most of the case there should be a dedicated right turn signal for right turn lane) so people driving across the crosswalk while the 'walk' sign is showing aren't actually breaking the law. Also be careful of motorbikes and bicycles driving on the pavement.

Many Nanjingese may have a resentment towards the Japanese because of the events during World War II. If you are Japanese, don't let this put you off visiting as the locals will still be very welcoming, however it's recommended not to appear too conspicuously Japanese (such as wearing a kimono in public) and keep any opinions to yourself. The Nanjing Massacre killed and displaced such a large number of Nanjingnese that most of the people living there now are descended from those that arrived within the last few decades to repopulate the area. Younger Nanjingese are more open and will often be more than happy to discuss the war."
Q12191,Nantes,"thumb | 300px | Jules Verne grew up in Nantes 
Standard precautions about avoiding drunks, low-life and demos, any of which can turn violent. Central areas and the trams are well policed."
Q23197,Nashville,"Avoid walking in North Nashville, especially the Bordeaux and MetroCenter districts, and use caution when driving through the district at night.

Use caution when walking around Downtown Nashville at night, especially along the avenues south of Broadway. Use designated parking and avoid leaving valuables in your vehicle. Panhandlers do exist around these areas as well."
Q2467,Nassau,"thumb|240px|Colonial wreck, Over-the-Hill

The ""Over-the-Hill"" area south of downtown is the poorest part of Nassau, and tourists might want to be wary. It is, however, much nicer than ""slums"" in the Third World and, indeed, parts of the United States.

Some criminals target restaurants and nightclubs frequented by tourists. The most common approach is to offer victims a ride, either as a ""personal favor"" or by claiming to be a taxi, and then robbing and/or assaulting the passenger once in the car. Take care to ride only in licensed taxis, identifiable by their yellow license plates.

Be wary of touts offering goods and services. As in other tourist destinations, some people try to take advantage of visitors. Common ploys in Nassau are to try to convince you to join on jet-skiing or booze cruise excursions.

Locals may solicit tourists with offers of marijuana, hairbraiding services, or a taxi ride. It gets monotonous but a friendly ""no, thank you"" and moving on will keep both you and the local happy.

Most Cuban cigars for sale in Nassau are counterfeit. Buy only from reputable dedicated tobacconists. See warning on main Bahamas page.

There is a high crime rate in Nassau. US Dept of State has labelled New Providence ""Critical"" and Grand Bahama ""High"". Crime previously among drug-related groups has now moved toward armed robberies of tourists. Recent local news reports suggest this is not abating."
Q697,Nauru,"thumb|Nauruan residents walking around [[Nauru International Airport. Nauruans are among the most obese people in the world.]]
Nauru has one of the highest child mortality rates in the Pacific Island Countries and Territories (PICTs) region at 2.9% in 2020, according to a UNICEF study.United Nations Children’s Fund, Situation Analysis of Children in Nauru, UNICEF, Suva, 2017

In 2009, life expectancy, which averages in child mortality, in Nauru was 60.6&nbsp;years for males and 68.0&nbsp;years for females.

By measure of mean body mass index (BMI), Nauruans are the most overweight people in the world; 97% of men and 93% of women are overweight or obese. In 2012, the obesity rate was 71.7%.

Nauru has the world's highest level of type 2 diabetes, with more than 40% of the population affected. Other significant dietary-related problems on Nauru include kidney disease and heart disease.

Nauru has the world's highest tobacco smoking rate (48.3% in 2022)."
Q837,Nepal,"thumb|Samosas for sale on the [[street food|street in Kathmandu]]
*Minimizing gastrointestinal problems - Since most of Nepal still gets along without modern sanitation, these are endemic. They range from self-limiting attacks of diarrhea where dehydration is the main risk, through intestinal parasites, amoebic dysentery and giardiasis which are chronic without proper medical treatment, to immediately life-threatening infections like cholera and typhoid. Habituation even to common intestinal flora generally takes about a year and many unpleasant bouts of stomach problems, so tourists contemplating shorter stays should take extensive precautions. Filter or treat your own water, use bottled water, checking to make sure lid is sealed (limit use of bottled water since there's no place to dispose of the used bottles) or stick with beverages made from water that has been thoroughly boiled and filtered. Tea or coffee from cafes catering to tourists are 'generally' safe. See also Travellers' diarrhea.
**Water is unsafe for drinking without being chemically treated or boiled, which is one reason to stick to tea or bottled water. It may be possible to buy filtered, treated water in cities and many villages. The Annapurna Conservation Area Project (ACAP) has installed a number of safe water stations along the Annapurna Circuit where water may be purchased for a reasonable cost.
** When trekking carry iodine or other chemical means of treating water and be sure to follow directions, i.e. don't drink the water before the specified time interval to ensure that resistant cysts are deactivated. In trailside teashops, although glasses may be washed in questionable water, tea is made by pouring boiling water through tea dust into your glass. The chances of disease-causing organisms surviving that are small but not zero.
**Brush teeth with prepared drinking water and avoid water entering the mouth when showering.
**Salads, especially in the wet season, should be treated as suspect. Some restaurants wash salad greens with lightly iodised water to make it safe.
**Wash hands regularly and especially before eating. Carry hand sanitiser and use it regularly.
**Thoroughly wash fruit and vegetables for raw consumption using boiled and filtered water. Also consider peeling them.
** Look for freshly-cooked food and avoid anything that has been cooked and then left sitting around without refrigeration (which can expose you to a buildup of harmful bacteria), or without protection from flies (which can transfer disease-causing organisms and parasite eggs to the food).
** Also see the Travellers' diarrhea article.
* Get vaccinated and consider prophylactic treatment. You may be exposed to typhoid, cholera, hepatitis malaria and possibly even rabies. Read the article on Tropical diseases and review travel plans with your health care provider.
*Practice safe sex or do without. Nepali women are sought after in India and the Middle East and so there is human traffi"
Q55,Netherlands,"The Netherlands has some of the best tap water in the world. It is even considered to be of similar or better quality than bottled natural mineral or spring water due to high standards that are strictly enforced and are even more strict than the already high food standards. Due to the high quality of both the water production and the distribution network, there is no need to add chlorine.
At the majority of the train stations and even in some natural reserves, there is a water tap point, where the water is also of very good quality. Food (either bought in a supermarket or eaten at a restaurant) shouldn't pose any problems either.

The health care system of the Netherlands is up to par with the rest of Europe. Hospitals are mostly situated in larger cities, and all have English-speaking medical staff. General practitioners can be found in almost all towns, except for small villages, and they can typically speak English too. In case of a potential life-threatening emergency: call 112 and if necessary an ambulance will be sent and bring you to the most suitable emergency department (Dutch: Spoedeisende Hulp/SEH) of a hospital. In case of a non-life-threatening emergency call the local GP (Dutch: Huisarts) during office hours or the night GP (Dutch: Huisartsenpost) after office hours. If necessary the GP will send an ambulance or make a referal to the most suitable emergency department. If you have a non-life-threatening emergency do not go to the emergency department without referral as you will be denied access until a GP has seen you first. 

Two health risks are particularly relevant for travellers:

* When walking or camping in forests and dunes, be aware of ticks and tick-carrying diseases. It is advisable to wear long sleeves and to put trousers into your socks. If you discover a red ring on your body in the following weeks, be sure to visit a doctor to check for Lyme disease, which can be lethal without proper medical care.
* In summer, open air recreational (mainly fresh water) swimming areas might suffer from the notorious blue algae, a rather smelly cyanobacteria which when it dies, releases toxins into the water. When these occur, a signpost at the entrance to the area or near the water should tell you so by stating something like ""Waarschuwing: blauwalg"". If in doubt, ask someone."
Q34404,New Orleans,"New Orleans is considered one of the most dangerous cities in the nation. As in comparable U.S. cities, the incidence of homicide and other violent crimes is usually highly concentrated in certain lower income neighborhoods. PDF Arrested offenders in New Orleans are almost exclusively black males from lower income neighborhoods: in 2011, 97% were black and 95% were male; 91% of victims were black as well. 

The city's murder rate has been historically high and consistently among the highest rates nationwide since the 1970s. From 1994 to 2013, New Orleans was the country's ""Murder Capital"", annually averaging over 200 murders. The first record was broken in 1979 when the city reached 242 homicides. The record was broken again reaching 250 by 1989 to 345 by the end of 1991. By 1993, New Orleans had 395 murders: 80.5 for every 100,000 residents. 

In 1994, the city was officially named the ""Murder Capital of America"", hitting a historic peak of 424 murders. The murder count was one of the highest in the world and surpassed that of such cities as Gary, Indiana, Washington, D.C., and Baltimore. In 1999, the city's murder rate dropped down to a low of 158 and climbed to the high 200s in the early 2000s. Between 2000 and 2004, New Orleans had the highest homicide rate per capita of any city in the U.S., with 59 people killed per year per 100,000 citizens.

In 2006, with nearly half the population gone and widespread disruption and dislocation because of deaths and refugee relocations from Hurricane Katrina, the city hit another record of homicides. It was ranked as the most dangerous city in the country. By 2009, there was a 17% decrease in violent crime, a decrease seen in other cities across the country. But the homicide rate remained among the highest in the United States, at between 55 and 64 per 100,000 residents. In 2010, New Orleans's homicide rate dropped to 49.1 per 100,000, but increased again in 2012, to 53.2,Louisiana Offenses Known to Law Enforcement FBI. Retrieved August 10, 2012 the highest rate among cities of 250,000 population or larger.Uniform Crime Reporting Tool FBI. Retrieved August 10, 2012.

The violent crime rate is a key issue in every modern mayoral race. In January 2007, several thousand New Orleans residents marched to City Hall for a rally demanding police and city leaders tackle the crime problem. Then-Mayor Ray Nagin said he was ""totally and solely focused"" on addressing the problem. Later, the city implemented checkpoints during late night hours in problem areas. The murder rate climbed 14% in 2011 to 57.88 per 100,000 rising to No. 21 in the world. In 2016, according to annual crime statistics released by the New Orleans Police Department (NOPD), 176 were murdered.Bullington, Jonathan (January 4, 2017). ""New Orleans last homicide of 2016 preliminarily ruled justifiable, NOPD says."" The Times-Picayune. Retrieved January 15, 2017. 

In 2017, New Orleans had the highest rate of gun violence, surpassing the more"
Q664,New Zealand,"New Zealand has very high levels of ultraviolet radiation, around 40% more intense than you will find in the Mediterranean during summer, and consequently has high rates of skin cancer. Sun hats, sunglasses and sunscreen are highly recommended.

Smog is a perennial winter problem in many South Island towns and cities, especially Alexandra, Christchurch and Timaru. Like Los Angeles and Vancouver, these areas are affected by temperature inversion, whereby a layer of warm air traps cold air full of pollutants from vehicles and wood fires close to the ground. Be wary in these areas if you have any respiratory problems (including asthma).

New Zealand has high and equitable standards of professional health care, comparable with Sweden or Australia.

Tap water in New Zealand is regarded as some of the cleanest in the world; it is safe to drink in all cities. Most comes from artesian wells or freshwater reservoirs, but some comes from rivers, which can be chlorinated to be made safe, but does not always taste very nice. Tap water in places such as Christchurch is usually not chlorinated at all as it is drawn from the pure artesian aquifers of the Canterbury Plains. Bottled water is commonly available if you prefer. Precautions should be taken against Giardia when tramping: do not drink water from rural streams without boiling it first. Risk may be lower in the highlands of the South Island, especially where streams are strong and come directly from melting snow in the mountain.

It is also recommended that you are up-to-date with vaccinations for whooping cough (pertussis) and measles, as there have been sporadic outbreaks, especially among children and teenagers. It may pay to get a flu vaccination if you are travelling in the New Zealand winter season.

thumb|Southern Cross Hospital, Christchurch
Healthcare in New Zealand is generally of a similar standard to other developed countries. In certain situations, the government will provide subsidize medical costs.

Everyone regardless of visa type is subsidized for injury treatment thanks to ACC.

Subsidy for illnesses is available for: citizens and permanent residents of Australia or New Zealand; work visa holders authorised to stay in New Zealand for at least two years; and British citizens (acute conditions only). Funding for illnesses is not available for short term workers; international students; and visitors, for which travel insurance is highly recommended. Students and other middle-term stayers may be required to take up private health insurance as part of their visa conditions, and do wisely to check their insurance regardless.

There are three ways to see the doctor: general practice (GP), urgent care clinics, and emergency departments.

There are many general practices around the country. If you're not eligible for funding you can be seen as a casual patient, which will cost around $100 depending on location, although if you're subsidized you pay a lower cost. Not all GPs see"
Q19491,Nha Trang,"The risk of petty crime in Nha Trang, especially late at night, is high compared to most other places in Asia. The most common crime is pick pocketing after midnight near the Sailing Club. During the day, it is relatively safe though bag snatching on the beach is not uncommon, so don't take any valuables to the beach. Do not wear too much jewellery, and keep an eye on your belongings. It would be smart to travel in groups when you are out roaming the streets at night. Also, people coming home from the clubs should take a taxi and not a motorbike taxi. Single males walking back to their hotels in the early hours from clubs and bars such as the Sailing Club and Why Not Bar, especially if a little drunk, should beware of ladies approaching, typically in twos or threes, but often with a couple of guys on motorbikes watching closely from a distance ready to be get-away drivers or to get involved if things get nasty. They come over all friendly and touchy-feely, first checking to see what valuables you have and where, then relieve you of them. Often the victim doesn't even know he's been robbed until he gets back to his room or after he wakes up. You can watch this spectacle almost nightly, perhaps helping out a fellow drunken tourist being robbed. Strangely, no police are seen, and no hotel or bar security staff ever get involved.

If you want your hotel to lock up your money, they will usually be happy to do so in their hotel safe. Passports are kept separate from other valuables as they need access to these for reporting each day your stay to the government. Better than giving the passport to the hotel is handing over a photocopy (personal data page and visa). It is never a good idea to give your passport to anyone other than officials. Never store money in your passport. Keep some money in a different pocket to your wallet/money belt. Do not display it when paying for small purchases.

Drive-by motorcycle theft is fairly common in Nha Trang. Money and valuables have been snatched from tourists' hands.

If hiring a motorbike, check what coverage your insurance company gives for riding motorbikes in Asia, as it is frequently none.

Do not argue with locals who try to hustle money from you. This includes tourist touts, moto taxis, etc. They can become violent and aggressive easily, often resorting to the use of rocks or even concealed weapons. Although they can be a bit harder to get rid of than in other places, it is best to avoid these people altogether.

There was one negative report about TM Brothers buses. It's claimed their buses are in a poor state of repair and some are infested with cockroaches. However, their buses are usually a few dollars cheaper than other companies."
Q3856,Nicosia,"Crime rates are generally low in Cyprus. Pickpockets and petty theft are a risk at touristed areas, and some scams may be prevalent in bars, though may be less of a problem than at the beach resorts.

Don't stray into the buffer zone other than at designated crossing points, and don't feel tempted to photograph military and police installations."
Q1033,Nigeria,"Travellers to Nigeria are required to vaccinate themselves against yellow fever, preferably 10 days before arrival in Nigeria. As malaria is prevalent, malaria pills and mosquito nets are also recommended. Polio vaccination in Nigeria is intermittent and there is a high rate of infection in the North.

Water is sold in different sizes (sachet and bottle). The bottled water and other soft drinks are safe. It is approx ₦200 for a small bottle and ₦400 for a big bottle (June 2024). The satchet/pure water is sold at ₦30 per one and ₦50 for two. The cheap ""pure water"" sold in plastic bags is cheaper but not as ""pure"" as Eva water, a brand by Coca Cola Company, or Nestle water by Nestle Nigeria. Do not buy water that does not have NAFDAC registration printed on the bottle. It is advisable to purchase bottled water from convenience stores rather than by the roadside. These upscale convenience stores usually purchase their supplies directly from the suppliers.

For the latest traveller's health information pertaining to Nigeria, including advisories and recommendations, visit the Centers for Disease Control and Prevention Nigeria destination website."
Q34020,Niue,"Healthcare in Niue is administered by the Niue Department of Health (NDOH), with the Niue Foou Hospital serving as a hub for the majority of the country's healthcare services. The hospital provides only primary and secondary care, and patients requiring tertiary care are sent to hospitals in New Zealand. Specialist healthcare providers from New Zealand visit Niue regularly to provide clinics."
Q423,North Korea,"Drinking water in North Korea is apparently untreated and there are reports of foreigners being hospitalized in the DPRK after drinking the water; therefore, sticking to bottled water is highly recommended.

Medical training is considered on par with the West, but outside of Pyongyang the facilities may be outdated or sparse. In the capital there are two major hospitals that may or may not be able to handle complex medical care.

If you fall seriously ill it may be in your best interest to be airlifted to China for medical treatment. Travel insurance is strongly recommended and in fact required on most organized tours. Contact your embassy or consulate in North Korea (if your country has one) for further advice."
Q221,North Macedonia,"Water is safe to drink and there are public drinking water fountains in most public places. It is advisable to wash all fruit and vegetables.

Use caution when eating red meat at restaurants. Although Macedonian cuisine typically revolves around grills (""skara"") there are some restaurants that do not use proper or clean methods of cooking, which if practised in many Western countries would be seen as a violation of certain health regulations. Bad restaurants can be spotted easily; they will probably not look very appealing and will not have many customers. However, the vast majority of restaurants in North Macedonia serve good quality food."
