wikidata_id,destination_name,respect_text,local_laws_text
Q258,South Africa,"==Respect==
South Africans are generally polite, friendly and accommodating to tourists.
Talking slightly loud outdoors is quite normal, as South Africans tend to be a free thinking and exuberant bunch of people and such behaviour is ok amongst friends and acquaintances. Strangers should observe general protocols of politeness at first and if accepted, ""when in Rome, do like Romans do"". Smiling and acknowledging strangers is normal behaviour and a slight head nod or hand wave common practice. Striking an occasional chat with complete strangers in places like bus stops, supermarkets, bars, government buildings, public transportation, petrol stations, shops, etc., also happens regularly.

Public behaviour is very similar to what you might find in Europe. Heterosexual displays of affection in public are not frowned upon unless you overdo it. Homosexual displays of affection may generate unwelcome attention although they will be tolerated and respected in the more gay-friendly and cosmopolitan areas of Johannesburg (Sandton, Rosebank and Parkhurst), Cape Town (Greenpoint, Clifton and De Waterkant) and Durban. South Africa is the first and only African nation where the government recognizes same-sex relationships and homosexual marriages are recognized by law.

Men generally greet with a firm handshake, while women will do the continental kiss on the cheek.

Except for designated beaches, nude sunbathing is illegal, although topless sunbathing for women is acceptable along Durban and Umhlanga beaches, and Cape Town's Clifton and Camps Bay beaches. Thong bikinis for ladies or swimming trunks for men (speedos if you really have to) and regular swimming costumes are the norm, otherwise, you may be openly stared at.

Eating is generally done the British way with the fork in their left hand and the tines pointed downward. Burgers, pizzas, bunny chows and any other fast foods are eaten by hand. It is generally also acceptable to steal a piece of boerewors (sausage) from the braai (barbecue grill) with your hands. Depending on which cultural group you find yourself with, these rules might change. Indians often eat breyani (rice-based) dishes with their hands, a white person of British descent might insist on eating his pizza with a knife and fork or a black person might eat pap-and-stew with a spoon. Be flexible, but don't be afraid to also do your own thing; if really unacceptable, people will generally tell you so rather than take offence.

South Africans are proud of their country and what they have achieved. Although they often complain about the problems and shortcomings that still exist, you should try not to criticise the country's history; it can cause offence. South Africans know more about their country than you do. 

Although mannerisms vary from ethnic group to ethnic group, South Africans, in general, are direct communicators. A South African is likely to tell you exactly what they think or disagree with you on the spot, and at times, they may c",
Q884,South Korea,"According to the 2024 results of the Korea Research's regular survey ""Public Opinion Within Public Opinion"", more than half of the South Korean population (51%) declared themselves not affiliated with any religious organizations. In a 2012 survey, 52% declared themselves ""religious"", 31% said they were ""not religious"" and 15% identified themselves as ""convinced atheists"".WIN-Gallup International: ""Global Index of Religiosity and Atheism 2012"" . Of the people who are affiliated with a religious organization, most are Christians and Buddhists. According to the survey, 31% of the population were Christians (20% identified themselves as Protestants, 11% as Roman Catholics) and 17% were Buddhists. Other religions include Islam (approximately 130,000 Muslims, which includes 73% of migrant workers from Pakistan and Bangladesh and 27% being Korean Muslims), the homegrown sect of Won Buddhism, and a variety of indigenous religions, including Cheondoism (a Confucianizing religion), Jeungsanism, Daejongism, Daesun Jinrihoe, and others. Freedom of religion is guaranteed by the constitution, and there is no state religion. Overall, between 2015 and 2024, there has been a slight rise in Christianity (from 27.6% to 31%), a slow rise in Buddhism (from 15.5% to 17%), and a decline in the unaffiliated population (from 56.9% to 51%).South Korea National Statistical Office's 19th Population and Housing Census (2015): ""Religion organizations' statistics"" . Retrieved December 20, 2016

thumb|The [[Myeongdong Cathedral, seat of the Archdiocese of Seoul.]]
Christianity is South Korea's largest organized religion, accounting for more than half of all South Korean adherents of religious organizations. There are approximately 16 million Christians in South Korea today; about two-thirds of them belong to Protestant churches, and the rest to the Catholic Church. The number of Protestants had been stagnant throughout the 1990s and the 2000s but increased to a peak level throughout the 2010s. Roman Catholics increased significantly between the 1980s and the 2000s but declined throughout the 2010s. Christianity, unlike in other East Asian countries, found fertile ground in Korea in the 18th century, and by the end of the 18th century it persuaded a large part of the population, as the declining monarchy supported it and opened the country to widespread proselytism as part of a project of Westernization. The weakness of Korean shamanism, which—unlike Japanese Shinto and China's religious system—never developed into a national religion of high status,Ogata, Mamoru Billy (1984). A Comparative Study of Church Growth in Korea and Japan: With Special Application to Japan. Fuller Theological Seminary. pp. 32 ff. combined with the impoverished state of Korean Buddhism, (after 500 years of suppression at the hands of the Joseon state, by the 20th century it was virtually extinct), left a free hand to Christian churches. Christianity's similarity to native religious narratives has been s",
Q23427,South Ossetia,"== Culture ==

South Ossetia has a national football team, which is not a member of FIFA or UEFA. The team won the 2019 CONIFA European Football Cup.",
Q958,South Sudan,"thumb|[[Catholic Church in South Sudan|Holy Cross Cathedral in Lakes State|279x279px]]

South Sudan is predominantly Christian. Other religions include various traditional indigenous belief systems, and Islam. Exact figures are lacking due to internal displacement from ongoing conflict, large numbers of frequently-migrating pastoralists, and insufficient government resources.Jacqueline Wilson, The Religious Landscape in South Sudan: CHALLENGES AND OPPORTUNITIES FOR ENGAGEMENT United States Institute of Peace (June 2019), p. 7. The last official census to take into account religion was in 1956, where a majority of people were classified as adherents of traditional beliefs or Christianity, while 18% were Muslim. In 2012, the Pew Research Center estimated its population to be 60.5% Christian, 32.9% following folk religions, and 6.2% Muslim. It maintained the same estimate in 2020.

The US State Department reported in 2023 that the South Sudan Council of Churches and the government Bureau of Religious Affairs give the principal Christian denominations as Roman Catholic, Episcopal, Presbyterian, Pentecostal, Sudan Interior, Presbyterian Evangelical, and African Inland Churches. Smaller congregations of Eritrean Orthodox, Ethiopian Orthodox, Coptic Orthodox, Greek Orthodox, The Church of Jesus Christ of Latter-day Saints, Seventh-day Adventists, and Jehovah's Witnesses are also present.

In 2001, the World Christian Encyclopedia said that the Catholic Church was the largest single Christian body in Sudan since 1995, with the country's 2.7 million Catholics being concentrated in what is today South Sudan. Catholic sources say the denomination made up 52% of the population of Christians in 2020. The other major denominations are Episcopal Church (3.5&nbsp;million members) and the Presbyterian Church (one million members in 2012).

Christianity has grown rapidly in the country over the last two decades. Despite European missionary activity beginning as early as the mid-19th century, the US Library of Congress states that ""in the early 1990s possibly no more than 10% of southern Sudan's population was Christian"". During this same period, official records of Sudan claimed that one-quarter of the population of present-day South Sudan practised various traditional religions while only 5% were Christians. Various scholarly sources, as well as the US Department of State, stated that a majority of southern Sudanese maintained traditional animist indigenous beliefs at the start of the 21st century, with Christians remaining a small minority.

thumb|[[St. Theresa Cathedral, Juba|St. Theresa Cathedral in Juba]]

As in other countries in sub-Saharan Africa, Christianity is often blended with traditional beliefs. In 2022, the new Catholic bishop of Rumbek, Christian Carlassare, observed that while more than half the population of South Sudan is Christian, ""Christianity is often no more than skin deep"" and ""hasn't grown roots in the life of the population"". Many relig",
Q29,Spain,"thumb|[[Santiago de Compostela Cathedral]]
Roman Catholicism, which has a long history in Spain, remains the dominant religion. Although it no longer has official status by law, in all public schools in Spain students have to choose either a religion or ethics class. Catholicism is the religion most commonly taught, although the teaching of Islam,Ley 26/1992 , Documento BOE-A-1992-24855, Agencia Estatal Boletín Oficial del Estado Judaism,Ley 25/1992 , Documento BOE-A-1992-24854, Agencia Estatal Boletín Oficial del Estado and evangelical ChristianityLey 24/1992 , Documento BOE-A-1992-24853, Agencia Estatal Boletín Oficial del Estado is also recognised in law. Recent polls and surveys suggest that around 30% of the Spanish population is irreligious. The question was ""¿Cómo se define Ud. en materia religiosa: católico/a practicante, católico/a no practicante, creyente de otra religion, agnóstico/a, indiferente o no creyente, o ateo/a?"", the weight used was ""PESOCCAA"" which reflects the population sizes of the Autonomous communities of Spain.

The Spanish constitution enshrines secularism in governance, as well as freedom of religion or belief for all, saying that no religion should have a ""state character"", while allowing for the state to ""cooperate"" with religious groups. Protestant churches have about 1,200,000 members. There are about 105,000 Jehovah's Witnesses. The Church of Jesus Christ of Latter-day Saints has approximately 46,000 adherents in 133 congregations.

A study made by the Union of Islamic Communities of Spain demonstrated that there were more than 2,100,000 inhabitants of Muslim background living in Spain , accounting for 4–5% of the total population of Spain. The vast majority was composed of immigrants and descendants originating from the Maghreb (especially Morocco) and other African countries. More than 879,000 (42%) of them had Spanish nationality.

Judaism was practically non-existent in Spain from the 1492 expulsion until the 19th century, when Jews were again permitted to enter the country. Currently, there are around 62,000 Jews in Spain, or 0.14% of the total population.",
Q28515,Springfield,"During the mid-19th century, the spiritual needs of German Lutherans in the Midwest were not being tended. There had been a wave of migration after the 1848 revolutions, but without a related number of clergy. As a result of the efforts of such missionaries as Friedrich Wyneken, Wilhelm Loehe, and Wilhelm Sihler, additional Lutheran ministers were sent to the Midwest, Lutheran schools were opened, and Concordia Theological Seminary was founded in Ft. Wayne, Indiana in 1846.

The seminary moved to St. Louis, Missouri, in 1869 and then to Springfield in 1874. During the last half of the 19th century and the first half of the 20th century, the Lutheran Church–Missouri Synod succeeded in serving the spiritual needs of Midwestern congregations by establishing additional seminaries from ministers trained at Concordia and by developing a viable synodical tradition.Roger Howard Dallmann, ""Springfield Seminary."" Concordia Historical Institute Quarterly 1977 50(3): 106–130.",
Q854,Sri Lanka,"==Respect==
thumb|Buddha statues at the Gangarama Temple in Colombo

There are several customs that, especially for Western travellers, will take a bit of getting used to.

* It is customary to remove shoes and wear respectful attire (i.e., no miniskirts, tank tops, short pants) when visiting temples. It is also the custom to remove shoes before entering a home, though this is not as strictly followed as in places such as Japan.
* Never touch or pat Buddhist monks, including younger monks and children who practice at a temple.
* Do not display tattoos that depict the Buddha. They can be regarded as highly insulting in Sri Lanka, even if acceptable in other Buddhist regions. Arrest and deportation are realistic scenarios, although this last happened in 2014.
* Do not turn your back to a Buddha statue while within a reasonable distance. This includes posing for photos, where you should not make arm or body contact with the statue. It is advisable to photograph a Buddha statue with all persons facing towards it (as observing it), rather than posing alongside.
* Public nudity is illegal in Sri Lanka – nude or topless sunbathing and skinny dipping should be avoided, except in the private beach resorts which allow it.
* Although much latitude is given to tourists, it is more polite to use your right hand when handing money and small objects, etc. Of course you can use both hands for something big or heavy.
* Be respectful to monks/elderly/disabled. There's no particular etiquette, but do what you'd normally do like giving them a seat on a crowded bus. Likewise, show respect to the poverty-stricken individuals who roam the streets of large cities
* It is highly controversial to discuss politics, particularly the Sinhalese/Tamil divide or the LTTE. The 26-year civil war which ended in 2009 saw thousands of attacks throughout the country, including suicide bombings and massacres which have killed scores of politicians and civilians on both sides.
* No photography of sensitive locations (inside and outside), and inside of shopping malls and tea factories (outside OK). Be especially careful in Fort, Colombo (except on the beach). If soldiers are guarding something, it probably shouldn't be photographed. Don't rely on signs alone, as sometimes they are old or missing. For example, one end of a bridge may have a ""No Photography"" sign, but not the other.
* Seemingly innocuous public displays of affection between lovers such as kissing and/or hugging may be culturally frowned upon as it is considered to be private behaviour, but it is acceptable in functions and establishments designated for adults such as nightclubs, casinos and beach parties. Much lenience is given to foreigners and holding hands and public affection between parents and their children is not frowned upon.",
Q1754,Stockholm,"The Swedish church consists of 27 parishes in Stockholm with almost 50 churches, but also a large number of churches belonging to the free church.

Stockholm has six mosques.

There are three active synagogues and a community of 4,300 members in Stockholm, which corresponds to 0.4% of Stockholm's population. It is the largest Jewish community in Scandinavia.",
Q6602,Strasbourg,"==Culture==

Strasbourg is the seat of internationally renowned institutions of music and drama:
* The Orchestre philharmonique de Strasbourg, founded in 1855, one of the oldest symphonic orchestras in western Europe. Based since 1975 in the Palais de la musique et des congrès.
* The Opéra national du Rhin
* The Théâtre national de Strasbourg
* The Percussions de Strasbourg
* The Théâtre du Maillon
* The ""Laiterie""
Other theatres are the Théâtre jeune public, the TAPS Scala and the Kafteur.

* Musica, international festival of contemporary classical music (autumn)
* Festival international de Strasbourg (founded in 1932), festival of classical music and jazz (summer)
* Festival Augenblick, film festival held annually since 2005.
* Festival des Artefacts, festival of contemporary non-classical music
* Les Nuits électroniques de l'Ososphère
* Strasbourg European Fantastic Film Festival is an annual film festival devoted to science fiction, horror and fantasy. It was known as the Spectre Film Festival before 2008.
*Strasbulles is the annual comic con, also known as the European Festival of Bande Dessinée
* The Strasbourg International Film Festival is an annual film festival focusing on new and emerging independent filmmakers from around the world.
* Christkindelsmärik, held from the end of November through December, is an annual Christmas market that dates back to 1570.",
Q1049,Sudan,"==Respect==

In general, the Sudanese are hospitable, sociable people. They consider it shameful to give someone a poor welcome, so you can expect to be treated with immense respect as a tourist. 

Always use your right hand when shaking hands, bringing something to someone, and so on. The left hand is considered unclean in Sudan. It would be considered impolite to use your left hand to offer something to someone.

The Sudanese are not known for being punctual, which can be very surprising to visitors from countries where punctuality is highly valued. Lateness does not imply rudeness or a lack of interest; people have a casual approach to time.

It's common for the Sudanese to turn up to a place unannounced. When this happens, stop what you are doing and attend to your guests.

The Sudanese take relationships very seriously and they view them as long-term commitments. The following tips will come in handy:
* If you've been invited to a Sudanese home, you will often be showered with tea, coffee, and snacks. Refusing any of these would seriously offend the Sudanese and it could get them to think that you do not appreciate them or their hospitality. 
* Social visiting and hosting have a lot of importance in Sudanese society. Not visiting someone for a long time and/or not talking to someone for a long time could get someone to think that you do not value the relationship you have with them.
* Sincerity and genuineness are highly valued in Sudan. Don't say something if you don't mean it. Don't say ""next time"" if you know there isn't going to be a ""next time"".
* Generosity is highly valued in Sudan. Offering someone a ride, helping them out with something, and the like will be greatly appreciated by the locals. 
* Always return favours. If a Sudanese person asks you for your help, you are expected to follow through with it.

Sudan is a Muslim-majority country. From 1973 to 2021, Sudan was governed by a form of Sharia law. The new government has been making an attempt to liberalise Sudanese society by separating religion and the state. 

During Ramadan, you should refrain from eating, drinking, smoking, and chewing in public. Not doing so would be seen as tactless and extremely disrespectful. 

Do not under any circumstances show images, statues, or figures of the prophet Muhammad. In 2007, a British schoolteacher was arrested for allowing her class to name a teddy bear ""Muhammad"" and approximately 10,000 protestors took to the streets in Khartoum and demanded her execution. Although the schoolteacher returned safely to her home country, other related controversies have led to violence.

Dogs are considered to be unclean in Sudan.

To show the bottom of your foot is an insulting gesture, as is the touching of the thumb to the index finger while extending the rest of the fingers (the North American sign for ""O-kay""). Although Sudan is a moderate Muslim culture, foreigners are still discouraged from speaking directly to local women unless spoken to, and",
Q730,Suriname,"left|thumb|Church of Sacred Heart in Paramaribo
Suriname's religious makeup is heterogeneous and reflective of the country's multicultural character.

According to the 2012 census, 48.4% of Surinamese were Christians; 26.7% were Protestants (11.18% Pentecostal, 11.16% Moravian, 0.7% Reformed (including Remonstrants), and 3.7% other Protestant denominations), while 21.6% were Catholics. Hindus are the second largest religious group in Suriname, comprising one-fifth of the population, the third largest proportion of any country in the Western Hemisphere, after Guyana and Trinidad and Tobago, both of which also have large proportions of Indians. Likewise, almost all practitioners of Hinduism are found among the Indo-Surinamese population. Suriname has the highest proportion of Muslims (13.9%) in the Americas. They are largely of Javanese or Indian descent. Other religions are Winti, an Afro-American religion practiced mostly by those of Maroon ancestry, Javanism (0.8%), a syncretic faith found among some Javanese Surinamese, and various indigenous folk traditions that are often incorporated into one of the larger religions (usually Christianity).",
Q34,Sweden,"==Respect==
thumb|The [[Stockholm Pride Festival is held annually in June/August. Same-sex marriage is legal in Sweden, and homosexuality is nearly universally accepted.]]

Many Swedes have liberal, cosmopolitan, secular, egalitarian and environmentalist values by international standards, similar to other Nordic countries. This spares Western tourists from some cultural clashes that might be imminent in other countries. However, some strict rules of etiquette are almost unique to Swedish people. There are also intolerant circles.

* Though some people in Sweden use narcotics, most Swedes, old and young, are strongly opposed to them. Possession and intoxication of non-medical drugs (including cannabis) lead to a fine and a note in the criminal record. The police can force a suspected drug user to produce a urine or blood sample.
* When it comes to alcohol, Swedes are as double-natured as Dr. Jekyll and Mr. Hyde. Before work or driving, one beer is one too many. However, drunkenness can be a regular part of many Swedish traditions (e.g. Midsommar, Valborg, etc.) – keep this in mind if you abstain from alcohol. Some Swedes frown on people being sober at a party and reject excuses other than driving or pregnancy.
* Swedish people want and expect privacy and personal space. Salespeople, waiters and other service employees are usually less attentive than their colleagues in other countries, to respect customers' privacy, except a short ""hej"" to entering customers. Customers are supposed to call for attention. When entering a bus or another form of public transportation it is often considered impolite to sit next to another person if there is another twin seat available. This also applies to international A-list celebrities, who can generally walk around the streets without being bothered by the general public; approaching a celebrity outside official fan events is extremely disrespectful in Swedish culture.
* In most homes it is customary to remove your shoes. If you just assume that you are to take them off upon entry, in most cases you will have done the right thing, but you could check whether other guests have left theirs by the front door. If you are dressed up and feel undressed without shoes, bring indoor shoes, like many of the guests will. At more formal parties also wearing outdoor shoes may be acceptable. Indoor shoes may also be brought for warmth (especially to cottages and the like): most Swedish homes have wood flooring; wall-to-wall carpets are uncommon.
* Despite rumours of the ""Swedish sin"", Swedish people are generally not accepting of public nudity except at designated nudist beaches. Don't go skinny-dipping in public beaches if you are more than about four years old. Female toplessness is accepted at public baths, but uncommon. Public breastfeeding is a consolidated right at any place, even at business meetings and high-end restaurants. Male toplessness is accepted in the countryside and at the beach, but might be frowned upon in u",
Q39,Switzerland,"==Respect==

thumbnail|Street sign in Geneva asking partygoers to keep their voices down at night

The Swiss adhere to a robust set of values. They value and cherish cleanliness, integrity, world peace, organisation, and responsibility. 

Communication styles vary from canton to canton, but generally speaking, the Swiss are comfortable with expressing their thoughts and ideas openly and clearly. German-speaking Swiss people tend to be more direct and formal than their French-speaking, Romansh-speaking, and Italian-speaking counterparts. 

The Swiss are known for their privacy and the country has robust privacy laws. They are one of many reasons why many celebrities flock to Switzerland; their right to privacy is guaranteed.

Nosiness is not appreciated in Swiss culture. Do not ask a Swiss person about their background, personal convictions, or both unless you're well acquainted with them. Friendships and relationships are seen as serious affairs and the journey from acquaintanceship to friendship is often a long one.

While Switzerland is brimming with dazzling, majestic sights, it is both impolite and illegal to record or take pictures of someone unless they have given you permission. Be mindful of where you point your camera, always. 

The Swiss value transparency and clarity. To them, your word is your bond. Don't say something if you don't mean it. Don't make promises you will not keep. Try not to give evasive answers such as ""maybe"", ""later"", ""I'll see what I can do"", or variations thereof; this all demonstrates unreliability, which is frowned upon in Swiss culture. 

Sunday is considered a ""rest day"" in Switzerland. On Sundays, many shops and businesses close down. Try not to be very noisy or disruptive. 

The Swiss underscore the importance of rules, structure, and order. For instance, Swiss municipalities have designated quiet hours and Swiss condominiums often have detailed house rules (e.g. permitted noise levels) that must be meticulously followed. Showing respect to the community is something the Swiss value a lot, so try to follow suit. 

English is widely spoken in Switzerland, but any attempt to speak the local language is appreciated, even if you are replied to in English. It is always polite to ask if they speak the language before starting a conversation in English. Make an effort to at least learn ""hello"", ""goodbye"", ""please"", and ""thank you"" in the language of the region you will be travelling in. ""I would like…"" is also a phrase that will help you.

German, French, and Italian all have formal and informal forms of the word you which change the conjugation of the verb you use, and sometimes phrases. For example, the informal phrase don't worry about it in French is ne t'en fais pas and the formal is ne vous en faites pas. The formal is used to show respect to someone who is considered to be a superior, or simply any non-acquaintance. The informal is used with children and close friends and relatives. As a general rule, you sho",
Q858,Syria,"==Respect==
thumb|Old Damascus as of early 2011

Syria is a majority Muslim country with long-established Christian, Jewish and Yazidi minorities. However, the Jewish community is down to only a handful of individuals in Damascus, with the vast majority having immigrated to Israel. Historically, religious groups lived in harmony, and religion was primarily considered personal. It was inappropriate to ask someone about their faith unless you knew them well. However, this has changed since the start of the Syrian Civil War. 

* Syrians are indirect communicators. They are tempered by the need to save face and they will avoid saying anything that could be construed as critical, judgmental, or offensive.
* Syrians often ask people personal questions. Some of the questions they may ask may be too personal in other parts of the world. Try not to be fazed or bothered by this because Syrians aren't trying to interrogate or corner you; this is how people get to know each other. 
* Syrians tend to be affectionate to children. In Syria, it's perfectly normal for both men and women to interact with a stranger's child.
* Syrians tend to speak loudly in groups. They also use aggressive body language and raise their voices in conversations; to most visitors, this implies that Syrians are an argumentative bunch, but Syrians tend to use emotions to convey interest in a conversation. What may seem like a shouting match in public may actually be a simple, friendly discussion!

* Never beckon a Syrian person directly, even if they have done something wrong in your opinion. Syrians are quite sensitive to being beckoned directly, and it is considered very rude manners.
* Don't comment people's English skills. Many Syrians can speak English, usually as a second language. Making condescending statements such as ""You speak very good English"" is extremely rude.
* Do not swear or use obscenities in the presence of women.
* Do not tell dirty jokes. As is the case throughout the Arab world, such humor is not appreciated in Syria.
* It's common for Syrians to turn up to a place unannounced. When this happens, stop what you are doing and attend to your guests.
* Never show the soles of your feet to others. This is considered very disrespectful, unless you are in the company of friends. 
* Don't spit in public or in the direction of others, even when obviously done without malice. It is extremely rude.

In some areas, male and female visitors can wear whatever attire they would normally wear in their home countries. Contrary to what some Westerners may believe, it is possible for women to wear T-shirts and it is not necessary to wear long-sleeved tops unless visiting a religious site. Head covers are recommended when visiting Muslim religious sites. Dress as you would normally dress in the West to visit Christian religious sites, avoid wearing shorts at churches. Many local women dress in Western attire, especially in Christian neighbourhoods. Shorts are common for both men and",
Q1867,Taipei,"==Culture==
thumb|Aerial panorama of Taipei city facing the Tamsui River

Tourism is a major part of Taipei's economy. In 2013, over 6.3 million overseas visitors visited Taipei, making the city the 15th most visited globally. The influx of visitors contributed US$10.8 billion to the city's economy in 2013, the 9th highest in the world and the most of any city in the Chinese-speaking world.

thumb|The [[National Palace Museum ]]

thumb|The 228 Memorial Museum

thumb|Kishu An Forest of Literature

thumb|The [[National Concert Hall (Taiwan)|National Concert Hall illuminated at night]]

The National Chiang Kai-shek Memorial Hall is a monument, landmark and tourist attraction that was erected in memory of General Chiang Kai-shek, former President of the Republic of China. The structure stands at the east end of Memorial Hall Square, site of the National Concert Hall and National Theater and their adjacent parks as well as the memorial. The landmarks of Liberty Square stand within sight of Taiwan's Presidential Office Building in Taipei's Zhongzheng District.

thumb|The [[National Taiwan Museum]]
The National Taiwan Museum sits nearby in what is now 228 Peace Memorial Park and has worn its present name since 1999. The museum is Taiwan's oldest, founded on 24 October 1908 by Taiwan's Japanese colonial government (1895–1945) as the Taiwan Governor's Museum. It was launched with a collection of 10,000 items to celebrate the opening of the island's North–South Railway. In 1915 a new museum building opened its doors in what is now 228 Peace Memorial Park. This structure and the adjacent governor's office (now Presidential Office Building), served as the two most recognizable public buildings in Taiwan during its period of Japanese rule.
thumb|[[Shung Ye Museum of Formosan Aborigines]]
The National Palace Museum is a vast art gallery and museum built around a permanent collection centered on ancient Chinese artifacts. It should not be confused with the Palace Museum in Beijing (which it is named after); both institutions trace their origins to the same institution. The collections were divided in the 1940s as a result of the Chinese Civil War. The National Palace Museum in Taipei now boasts a truly international collection while housing one of the world's largest collections of artifacts from ancient China.

The Shung Ye Museum of Formosan Aborigines stands just across the road from the National Palace Museum. The museum offers displays of art and historical items by Taiwanese aborigines along with a range of multimedia displays.

The Taipei Fine Arts Museum was established in 1983 as the first museum in Taiwan dedicated to modern art. The museum is housed in a building designed for the purpose that takes inspiration from Japanese designs. Most art in the collection is by Taiwanese artists since 1940. Over 3,000 art works are organized into 13 groups.

The National Sun Yat-sen Memorial Hall near Taipei 101 in Xinyi District is named in honor of a founding f",
Q865,Taiwan,"== Respect ==
The Taiwanese are generally a warm and polite people, having been strongly influenced by Confucianism. As Taiwanese culture places a strong emphasis on respect for elders, elderly visitors will find most Taiwanese to be very helpful and accommodating.

Naming customs and modes of address are generally the same as in mainland China. See the Respect section of that article for details.

thumb|Pagoda in Kaohsiung
Taiwan shares several cultural taboos/guidelines with other East Asian nations:
* When giving and receiving business cards, always do it using both hands and with a slight bow of the head. Giving or receiving a business card with only one hand is very disrespectful.
* Some Taiwanese are superstitious about anything connected with dying &ndash; unlucky things should never be mentioned. The number 4 (four, pronounced 'si') sounds like the word for death in Mandarin.
* Do not write people's names in red. This again has connotations of death. When writing someone's English name, this is not a problem, but avoid writing Chinese names in red.
* Do not whistle or ring a bell at night. This is an ""invitation to ghosts"".
* Do not point at cemeteries or graves. This is disrespectful to the dead.
* Unlike in some other parts of East Asia, bowing to greet people has fallen out of custom as handshakes and waves have become more common.
* There are numerous taboos dictating that certain objects shouldn't be given to others, often because the word for that object sounds like another unfortunate word:
** Clocks. The phrase ""to give a clock"" ( song zhong) in Mandarin has the same sound as the word ""to perform last rites."" If you do give someone a clock, the recipient may give you a coin in return to dispel the curse.
** Shoes. Never ever offer shoes as a gift to old people, as it signifies sending them on their way to heaven. This is acceptable only if by mutual arrangement it is nominally sold, where the receiving party gives a small payment of about NT$10.
** Knives or sharp objects, as they are made for or could be used to hurt the person.
** Umbrellas, which in Mandarin sound the same as the word for ""break up"". Friends should therefore never give friends umbrellas. Instead, friends will euphemistically ""rent"" each other umbrellas for a tiny amount (NT$1, for example).
* The Taiwanese are certainly not puritanical and enjoy a drink, especially the locally brewed Taiwan Beer and Kaoliang. However, Taiwan does not have a culture of heavy drinking like in Northern China and it is rare to see anyone drunk on the streets. While over indulging in alcohol is not a social taboo as such (and some people do so at weddings), it is considered a sign of lack of self-confidence and immaturity, and doing so certainly won't gain you any respect among Taiwanese friends.
* Like in most other East Asian countries, you are expected to remove your shoes before entering a house. You will find some slippers to be worn by visitors next to the entrance door. It is",
Q863,Tajikistan,"thumb|upright|A [[mosque in Isfara]]
Tajikistan is a secular state with a constitution providing for freedom of religion, but nevertheless it heavily regulates the practices of its Muslim majority. Sunni Islam of the Hanafi school has been officially recognised by the government since 2009. The government has declared two Islamic holidays, Eid ul-Fitr and Eid al-Adha, as state holidays. According to a US State Department release and Pew research group, the population of Tajikistan is 98% Muslim. Approximately 87–95% of them are Sunni and roughly 3% are Shia and roughly 7% are non-denominational Muslims.Pew Forum on Religious & Public life, Chapter 1: Religious Affiliation retrieved 29 October 2013. The Shia part of the population predominantly live in the Gorno-Badakhshan Autonomous Region and are followers of the Ismailite branch of Shia Islam. The remaining 2% of the population are followers of Russian Orthodoxy, Protestantism, Zoroastrianism and Buddhism. Muslims fast during Ramadan, while about one third in the countryside and 10% in the cities observe daily prayer and dietary restrictions.

As of January 2016, as part of an ""anti-radicalisation campaign"", police in the Khatlon region reportedly shaved the beards of 13,000 men and shut down 160 shops selling the hijab. Shaving beards and discouraging women from wearing hijabs is part of a government campaign targeting trends that are deemed ""alien and inconsistent with Tajik culture"", and ""to preserve secular traditions"".

There is a concern for religious institutions becoming active in the political sphere. The Islamic Renaissance Party (IRP), a combatant in the 1992–1997 Civil War and then-proponent of the creation of an Islamic state in Tajikistan, constitutes no more than 30% of the government by statute. Membership in Hizb ut-Tahrir, a militant Islamic party which aims for an overthrow of secular governments and the unification of Tajiks under one Islamic state, is illegal and members are subject to arrest and imprisonment.

By law, religious communities must register by the State Committee on Religious Affairs (SCRA) and with local authorities. Registration with SCRA requires a charter, a list of 10 or more members, and evidence of local government approval prayer site location. Religious groups that do not have a physical structure are not allowed to gather publicly for prayer. Failure to register can result in fines and closure of a place of worship. There are reports that registration on the local level is sometimes difficult to obtain.TAJIKISTAN: Religious freedom survey, November 2003 -Forum 18 News Service, 20 November 2003 People under the age of 18 are barred from public religious practice.

Approximately 1.6% of the population in Tajikistan is Christian, mostly Orthodox Christians.Religious Composition by Country, 2010–2050 | Pew Research Center . Pewforum.org (2 April 2015). Retrieved on 20 January 2017.Tajikistan – Pew-Templeton Global Religious Futures Project . Globalreligi",
Q1770,Tallinn,"== Religion ==
The pie chart to the right shows the distribution of religion in Tallinn as of 2021.",
Q40840,Tampere,"In 2023, the Evangelical Lutheran Church was the largest religious group with 56.4% of the population of Tampere. Other religious groups accounted for 3.3% of the population. 40.3% of the population had no religious affiliation.Key figures on population by region, 1990-2023 Statistics Finland",
